시군구,번지,지목,용도지역,도로조건,계약년월,계약일,계약면적(㎡),거래금액(만원),지분구분,해제사유발생일
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,297,"1,568",지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,330,"1,591",지분,
경기도 시흥시 장현동,산7*,임야,개발제한구역,-,201705,4,165,"1,634",지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,330,"1,663",지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,330,"1,680",지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,330,"1,715",지분,
경기도 시흥시 조남동,산6*,임야,개발제한구역,-,201705,4,165,"1,728",지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,-,201705,4,165,"1,728",지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,330,"1,733",지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,330,"1,750",지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,330,"1,776",지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,330,"1,813",지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,330,"1,832",지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,330,"1,850",지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,409,"1,866",지분,
경기도 시흥시 광석동,산2*,임야,개발제한구역,8m미만,201705,4,66,"1,900",지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,363,"1,906",지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,357,"1,998",지분,
경기도 시흥시 하중동,4**,답,개발제한구역,8m미만,201705,4,432,"10,200", ,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,1983,"10,989",지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,1983,"11,045",지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,2016,"11,239",지분,
경기도 시흥시 무지내동,7*,전,자연녹지지역,8m미만,201705,4,3121,"122,720", ,
경기도 시흥시 조남동,3**,전,개발제한구역,25m이상,201705,4,961,"136,448", ,
경기도 시흥시 조남동,1**,잡종지,자연녹지지역,-,201705,4,200,"15,600", ,
경기도 시흥시 조남동,3**,전,자연녹지지역,-,201705,4,120,"16,892", ,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,380.1,"2,013",지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,363,"2,015",지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,393,"2,062",지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,413,"2,166",지분,
경기도 시흥시 산현동,산5*,임야,개발제한구역,8m미만,201705,4,165,"2,292",지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,429,"2,405",지분,
경기도 시흥시 조남동,3**,도로,개발제한구역,8m미만,201705,4,18,"2,590",지분,
경기도 시흥시 조남동,3**,도로,개발제한구역,25m이상,201705,4,18,"2,590",지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,495,"2,625",지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,495,"2,747",지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,528,"2,772",지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,495,"2,775",지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,528,"2,783",지분,
경기도 시흥시 매화동,5**,답,개발제한구역,8m미만,201705,4,2003,"27,000", ,
경기도 시흥시 정왕동,산1*,임야,개발제한구역,8m미만,201705,4,347,"3,015",지분,
경기도 시흥시 장현동,산7*,임야,개발제한구역,-,201705,4,330,"3,267",지분,
경기도 시흥시 장현동,산7*,임야,개발제한구역,-,201705,4,344,"3,295",지분,
경기도 시흥시 조남동,산6*,임야,개발제한구역,-,201705,4,330,"3,350",지분,
경기도 시흥시 조남동,산6*,임야,개발제한구역,-,201705,4,330,"3,455",지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,661,"3,465",지분,
경기도 시흥시 조남동,산6*,임야,개발제한구역,-,201705,4,331,"3,490",지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,662,"3,500",지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,661,"3,600",지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,660,"3,608",지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,661,"3,663",지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,661,"3,700",지분,
경기도 시흥시 월곶동,6**,전,개발제한구역,8m미만,201705,4,156,"3,775", ,
경기도 시흥시 장현동,산7*,임야,개발제한구역,-,201705,4,396,"3,920",지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,760,"3,985",지분,
경기도 시흥시 정왕동,2***,대,제2종전용주거지역,-,201705,4,251.8,"33,000", ,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,66,350,지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,761,"4,025",지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,826,"4,331",지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,826,"4,375",지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,899,"5,032",지분,
경기도 시흥시 조남동,산6*,임야,개발제한구역,-,201705,4,497,"5,183",지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,991,"5,198",지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,991,"5,215",지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,992,"5,250",지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,991,"5,439",지분,
경기도 시흥시 조남동,3**,도로,개발제한구역,8m미만,201705,4,38,"5,479",지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,991,"5,495",지분,
경기도 시흥시 과림동,6**,대,제1종일반주거지역,8m미만,201705,4,367,"56,500", ,
경기도 시흥시 조남동,산6*,임야,개발제한구역,-,201705,4,56,570,지분,
경기도 시흥시 조남동,1**,잡종지,개발제한구역,8m미만,201705,4,826,"62,500", ,
경기도 시흥시 조남동,1**,잡종지,자연녹지지역,-,201705,4,943,"63,900", ,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,132,740,지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,165,753,지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,165,796,지분,
경기도 시흥시 군자동,3**,답,개발제한구역,8m미만,201705,4,688,"8,300", ,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,165,831,지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,165,866,지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,165,875,지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,165,879,지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,165,888,지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,1652,"9,158",지분,
경기도 시흥시 신천동,2**,전,개발제한구역,-,201705,4,330,"9,700", ,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,165,916,지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,165,925,지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,181,997,지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,198,998,지분,
경기도 시흥시 죽율동,4**,전,개발제한구역,12m미만,201705,5,575,"14,500", ,
경기도 시흥시 금이동,6**,답,개발제한구역,8m미만,201705,6,1147,"13,200", ,
경기도 시흥시 금이동,6**,답,개발제한구역,8m미만,201705,6,2172,"24,800", ,
경기도 시흥시 조남동,산1**,임야,자연녹지지역,-,201705,8,89.2,"1,026",지분,
경기도 시흥시 계수동,산1*,임야,개발제한구역,-,201705,8,66,"1,627",지분,
경기도 시흥시 도창동,2*,임야,개발제한구역,-,201705,8,218,"10,025",지분,
경기도 시흥시 하중동,7*,답,개발제한구역,8m미만,201705,8,330,"11,000",지분,
경기도 시흥시 조남동,산1**,임야,자연녹지지역,-,201705,8,991,"11,400",지분,
경기도 시흥시 거모동,1**,답,제1종일반주거지역,8m미만,201705,8,74,"15,377",지분,
경기도 시흥시 월곶동,1***,대,준주거지역,25m미만,201705,8,706.2,"183,000", ,
경기도 시흥시 계수동,산1*,임야,개발제한구역,-,201705,8,83,"2,034",지분,
경기도 시흥시 조남동,산1**,임야,자연녹지지역,-,201705,8,165.2,"2,075",지분,
경기도 시흥시 계수동,산1*,임야,개발제한구역,-,201705,8,99,"2,440",지분,
경기도 시흥시 계수동,산1*,임야,개발제한구역,-,201705,8,99,"2,470",지분,
경기도 시흥시 조남동,산1**,임야,자연녹지지역,-,201705,8,201.6,"2,532",지분,
경기도 시흥시 조남동,산1**,임야,자연녹지지역,-,201705,8,231.4,"2,660",지분,
경기도 시흥시 월곶동,9**,답,개발제한구역,25m이상,201705,8,2023,"26,200", ,
경기도 시흥시 계수동,1**,전,개발제한구역,8m미만,201705,8,562,"26,500", ,
경기도 시흥시 계수동,산1*,임야,개발제한구역,-,201705,8,132,"3,177",지분,
경기도 시흥시 계수동,산1*,임야,개발제한구역,-,201705,8,132,"3,254",지분,
경기도 시흥시 계수동,산1*,임야,개발제한구역,-,201705,8,132,"3,293",지분,
경기도 시흥시 하중동,3**,답,자연녹지지역,8m미만,201705,8,99,"3,400",지분,
경기도 시흥시 조남동,산1**,임야,자연녹지지역,-,201705,8,330,"3,980",지분,
경기도 시흥시 계수동,산1*,임야,개발제한구역,-,201705,8,165,"4,059",지분,
경기도 시흥시 계수동,산1*,임야,개발제한구역,-,201705,8,165,"4,067",지분,
경기도 시흥시 계수동,산1*,임야,개발제한구역,-,201705,8,165,"4,100",지분,
경기도 시흥시 포동,산4*,임야,개발제한구역,-,201705,8,330,"4,214",지분,
경기도 시흥시 계수동,산1*,임야,개발제한구역,-,201705,8,182,"4,474",지분,
경기도 시흥시 계수동,산1*,임야,개발제한구역,-,201705,8,198,"4,789",지분,
경기도 시흥시 조남동,산1**,임야,자연녹지지역,-,201705,8,49.5,570,지분,
경기도 시흥시 계수동,산1*,임야,개발제한구역,-,201705,8,264,"6,468",지분,
경기도 시흥시 계수동,산1*,임야,개발제한구역,-,201705,8,264,"6,586",지분,
경기도 시흥시 정왕동,2***,대,제2종전용주거지역,-,201705,8,256,"61,122", ,
경기도 시흥시 거모동,1**,대,제1종일반주거지역,8m미만,201705,8,3,623,지분,
경기도 시흥시 도창동,2*,임야,개발제한구역,-,201705,8,172,"7,899",지분,
경기도 시흥시 계수동,산1*,임야,개발제한구역,-,201705,8,324,"8,000",지분,
경기도 시흥시 계수동,산1*,임야,개발제한구역,-,201705,8,331,"8,232",지분,
경기도 시흥시 계수동,산1*,임야,개발제한구역,-,201705,8,331,"8,400",지분,
경기도 시흥시 조남동,산1**,임야,자연녹지지역,8m미만,201705,9,171,"1,539",지분,
경기도 시흥시 미산동,산1*,임야,제1종일반주거지역,8m미만,201705,9,147,"11,000", ,
경기도 시흥시 포동,산4*,임야,개발제한구역,-,201705,9,165,"2,150",지분,
경기도 시흥시 장곡동,4**,답,개발제한구역,8m미만,201705,9,3769,"57,000", ,
경기도 시흥시 신천동,1**,과수원,자연녹지지역,-,201705,9,202,"7,930", ,
경기도 시흥시 거모동,6**,도로,제1종일반주거지역,8m미만,201705,10,44,"1,200", ,
경기도 시흥시 조남동,9*,잡종지,개발제한구역,8m미만,201705,10,169,"10,000", ,
경기도 시흥시 조남동,9*,잡종지,개발제한구역,8m미만,201705,10,169,"10,000", ,
경기도 시흥시 도창동,4**,답,개발제한구역,8m미만,201705,10,231,"10,976",지분,
경기도 시흥시 도창동,2*,임야,개발제한구역,-,201705,10,264,"11,160",지분,
경기도 시흥시 물왕동,1**,답,개발제한구역,8m미만,201705,10,719,"19,600", ,
경기도 시흥시 과림동,3**,도로,제1종일반주거지역,8m미만,201705,10,17.13,"2,230",지분,
경기도 시흥시 도창동,4**,답,개발제한구역,8m미만,201705,10,66,"3,104",지분,
경기도 시흥시 도창동,4**,답,개발제한구역,8m미만,201705,10,66,"3,136",지분,
경기도 시흥시 광석동,산*,임야,제3종일반주거지역,8m미만,201705,10,115,"3,150",지분,
경기도 시흥시 도창동,4**,답,개발제한구역,8m미만,201705,10,83,"3,920",지분,
경기도 시흥시 죽율동,5**,전,자연녹지지역,-,201705,10,1983,"32,000", ,
경기도 시흥시 능곡동,6**,대,제1종전용주거지역,12m미만,201705,10,213.9,"32,000", ,
경기도 시흥시 정왕동,2***,대,제2종전용주거지역,-,201705,10,298,"38,000", ,
경기도 시흥시 도창동,4**,답,개발제한구역,8m미만,201705,10,99,"4,704",지분,
경기도 시흥시 도창동,2*,임야,개발제한구역,-,201705,10,106,"4,861",지분,
경기도 시흥시 도창동,7*,임야,개발제한구역,-,201705,10,2248,"47,600", ,
경기도 시흥시 도창동,4**,답,개발제한구역,8m미만,201705,10,106,"5,018",지분,
경기도 시흥시 산현동,산5*,임야,개발제한구역,8m미만,201705,10,383,"5,347",지분,
경기도 시흥시 도창동,4**,답,개발제한구역,8m미만,201705,10,116,"5,488",지분,
경기도 시흥시 과림동,3**,전,제1종일반주거지역,8m미만,201705,10,45,"5,732",지분,
경기도 시흥시 도창동,산1*,임야,개발제한구역,8m미만,201705,10,231,"6,037",지분,
경기도 시흥시 하중동,4**,묘지,자연녹지지역,-,201705,10,115,"6,650",지분,
경기도 시흥시 산현동,3**,목장용지,자연녹지지역,-,201705,10,364,"7,700", ,
경기도 시흥시 물왕동,1**,전,개발제한구역,8m미만,201705,10,301,"7,800", ,
경기도 시흥시 도창동,4**,답,개발제한구역,8m미만,201705,10,165,"7,840",지분,
경기도 시흥시 계수동,산1*,임야,개발제한구역,-,201705,10,331,"8,232",지분,
경기도 시흥시 하중동,3**,임야,개발제한구역,25m미만,201705,10,105,"8,780",지분,
경기도 시흥시 조남동,5**,답,개발제한구역,-,201705,10,4469,"87,870", ,
경기도 시흥시 하중동,7*,답,개발제한구역,8m미만,201705,11,265,"10,400",지분,
경기도 시흥시 하중동,1*,답,개발제한구역,8m미만,201705,11,1193,"12,573", ,
경기도 시흥시 하중동,7*,답,개발제한구역,8m미만,201705,11,330,"13,000",지분,
경기도 시흥시 월곶동,5**,대,제1종일반주거지역,8m미만,201705,11,150,"15,234", ,
경기도 시흥시 물왕동,2**,대,제1종일반주거지역,-,201705,11,24,"2,017", ,
경기도 시흥시 정왕동,산3*,임야,개발제한구역,-,201705,11,198,"2,100",지분,
경기도 시흥시 포동,산3*,임야,개발제한구역,-,201705,11,133,"2,200",지분,
경기도 시흥시 도창동,1**,전,제1종일반주거지역,-,201705,11,521,"23,716", ,
경기도 시흥시 도창동,산1*,임야,개발제한구역,8m미만,201705,11,116,"3,018",지분,
경기도 시흥시 도창동,2*,임야,개발제한구역,-,201705,11,66,"3,038",지분,
경기도 시흥시 도창동,4**,답,개발제한구역,8m미만,201705,11,66,"3,104",지분,
경기도 시흥시 장곡동,산4*,임야,자연녹지지역,-,201705,11,198,"3,480",지분,
경기도 시흥시 물왕동,2**,대,제1종일반주거지역,-,201705,11,4,320, ,
경기도 시흥시 물왕동,2**,대,제1종일반주거지역,8m미만,201705,11,430,"36,130", ,
