시군구,번지,지목,용도지역,도로조건,계약년월,계약일,계약면적(㎡),거래금액(만원),지분구분,해제사유발생일
경기도 시흥시 계수동,산1*,임야,개발제한구역,-,201704,12,99,"2,440",지분,
경기도 시흥시 광석동,산2*,임야,개발제한구역,8m미만,201704,12,99,"2,850",지분,
경기도 시흥시 정왕동,2**,답,제1종일반주거지역,8m미만,201704,12,38,"2,858",지분,
경기도 시흥시 대야동,5**,대,중심상업지역,25m미만,201704,12,64.23,"22,300",지분,
경기도 시흥시 대야동,5**,대,중심상업지역,25m미만,201704,12,65.83,"22,700",지분,
경기도 시흥시 안현동,5**,전,개발제한구역,-,201704,12,1309,"23,500", ,
경기도 시흥시 조남동,5**,전,자연녹지지역,-,201704,12,1000,"24,000", ,
경기도 시흥시 장곡동,산4*,임야,자연녹지지역,-,201704,12,172,"3,016",지분,
경기도 시흥시 정왕동,5*,전,개발제한구역,-,201704,12,1168,"35,150", ,
경기도 시흥시 포동,산4*,임야,개발제한구역,-,201704,12,330,"4,171",지분,
경기도 시흥시 계수동,산1*,임야,개발제한구역,-,201704,12,198,"4,880",지분,
경기도 시흥시 정왕동,2**,전,제1종일반주거지역,8m미만,201704,12,73,"5,377",지분,
경기도 시흥시 장곡동,3*,답,자연녹지지역,-,201704,12,165,"7,000",지분,
경기도 시흥시 매화동,7**,답,개발제한구역,8m미만,201704,12,16.5,800,지분,
경기도 시흥시 포동,산3*,임야,개발제한구역,-,201704,13,66,"1,100",지분,
경기도 시흥시 방산동,5**,전,제1종일반주거지역,8m미만,201704,13,22.53,"1,259",지분,
경기도 시흥시 조남동,산1**,임야,자연녹지지역,-,201704,13,165.2,"1,900",지분,
경기도 시흥시 정왕동,산3*,임야,자연녹지지역,-,201704,13,142,"1,935",지분,
경기도 시흥시 안현동,산5*,임야,개발제한구역,8m미만,201704,13,2250,"14,960",지분,
경기도 시흥시 하중동,산2*,임야,자연녹지지역,-,201704,13,165,"2,400",지분,
경기도 시흥시 죽율동,4**,전,개발제한구역,12m미만,201704,13,938,"21,000", ,
경기도 시흥시 월곶동,4**,전,제1종일반주거지역,12m미만,201704,13,316,"28,500", ,
경기도 시흥시 조남동,산1**,임야,자연녹지지역,-,201704,13,264.4,"3,040",지분,
경기도 시흥시 조남동,산1**,임야,자연녹지지역,-,201704,13,495.8,"6,225",지분,
경기도 시흥시 산현동,산5*,임야,개발제한구역,8m미만,201704,13,66,787,지분,
경기도 시흥시 방산동,5**,전,제1종일반주거지역,8m미만,201704,13,22.53,817,지분,
경기도 시흥시 매화동,7**,답,개발제한구역,8m미만,201704,14,39.6,"1,920",지분,
경기도 시흥시 도창동,2**,답,개발제한구역,8m미만,201704,14,330,"12,000",지분,
경기도 시흥시 포동,산4*,임야,자연녹지지역,-,201704,14,165,"2,107",지분,
경기도 시흥시 미산동,2**,전,제1종일반주거지역,8m미만,201704,14,64.42,"3,000",지분,
경기도 시흥시 미산동,2**,도로,제1종일반주거지역,8m미만,201704,14,68,"3,500", ,
경기도 시흥시 하중동,5**,답,개발제한구역,8m미만,201704,14,66,"4,116",지분,
경기도 시흥시 광석동,산2*,임야,개발제한구역,8m미만,201704,14,165,"4,750",지분,
경기도 시흥시 매화동,4*,전,개발제한구역,8m미만,201704,14,2235,"50,700", ,
경기도 시흥시 조남동,산1**,임야,자연녹지지역,-,201704,14,661,"7,600",지분,
경기도 시흥시 장현동,산2*,임야,개발제한구역,-,201704,14,33,750,지분,
경기도 시흥시 하중동,1*,답,개발제한구역,8m미만,201704,14,264,"8,800",지분,
경기도 시흥시 광석동,산2*,임야,개발제한구역,8m미만,201704,14,33,950,지분,
경기도 시흥시 장곡동,산4*,임야,개발제한구역,-,201704,15,248,"5,100",지분,
경기도 시흥시 방산동,7**,답,개발제한구역,8m미만,201704,16,378,"10,291", ,
경기도 시흥시 방산동,7**,전,개발제한구역,8m미만,201704,16,516,"14,048", ,
경기도 시흥시 방산동,6**,전,개발제한구역,-,201704,16,1090,"29,661",지분,
경기도 시흥시 하중동,4**,전,자연녹지지역,-,201704,16,661,"38,600",지분,
경기도 시흥시 군자동,8*,전,자연녹지지역,-,201704,16,330,"4,800", ,
경기도 시흥시 매화동,7**,답,개발제한구역,8m미만,201704,17,26,"1,294",지분,
경기도 시흥시 도창동,산1*,임야,자연녹지지역,-,201704,17,50,"1,308",지분,
경기도 시흥시 정왕동,산3*,임야,자연녹지지역,-,201704,17,99,"1,350",지분,
경기도 시흥시 매화동,7**,답,개발제한구역,8m미만,201704,17,33,"1,500",지분,
경기도 시흥시 장현동,산6*,임야,개발제한구역,-,201704,17,496,"10,950",지분,
경기도 시흥시 은행동,3**,전,제1종일반주거지역,8m미만,201704,17,28,"2,000", ,
경기도 시흥시 계수동,2**,전,제1종일반주거지역,8m미만,201704,17,1,22, ,
경기도 시흥시 계수동,2**,전,제1종일반주거지역,8m미만,201704,17,12,262, ,
경기도 시흥시 장곡동,산4*,임야,자연녹지지역,-,201704,17,172,"3,016",지분,
경기도 시흥시 장현동,산3*,임야,개발제한구역,-,201704,17,165,"3,450",지분,
경기도 시흥시 매화동,7**,답,개발제한구역,8m미만,201704,17,82,"3,725",지분,
경기도 시흥시 광석동,1**,도로,제1종일반주거지역,8m미만,201704,17,40.5,"3,891",지분,
경기도 시흥시 대야동,*,잡종지,자연녹지지역,8m미만,201704,17,1,300, ,
경기도 시흥시 월곶동,4**,대,제1종일반주거지역,8m미만,201704,17,364,"33,000", ,
경기도 시흥시 도창동,산1*,임야,자연녹지지역,-,201704,17,16,436,지분,
경기도 시흥시 군자동,산1*,임야,자연녹지지역,-,201704,17,66,578,지분,
경기도 시흥시 계수동,2**,전,제1종일반주거지역,8m미만,201704,17,29,632, ,
경기도 시흥시 광석동,1**,도로,제1종일반주거지역,8m미만,201704,17,7,672,지분,
경기도 시흥시 장현동,산3*,임야,개발제한구역,-,201704,17,353,"7,383",지분,
경기도 시흥시 계수동,2**,전,제1종일반주거지역,8m미만,201704,17,4,88, ,
경기도 시흥시 도창동,산1*,임야,자연녹지지역,-,201704,17,36,959,지분,
경기도 시흥시 계수동,2**,도로,제1종일반주거지역,-,201704,18,15,"1,000", ,
경기도 시흥시 계수동,2**,전,제1종일반주거지역,8m미만,201704,18,124,"11,000", ,
경기도 시흥시 도창동,산1*,임야,자연녹지지역,-,201704,18,496,"12,642",지분,
경기도 시흥시 과림동,6**,답,자연녹지지역,-,201704,18,301,"14,500", ,
경기도 시흥시 도창동,2**,답,자연녹지지역,8m미만,201704,18,331,"16,000",지분,
경기도 시흥시 장곡동,6**,전,개발제한구역,-,201704,18,906,"19,180", ,
경기도 시흥시 장곡동,6**,전,개발제한구역,-,201704,18,96,"2,030", ,
경기도 시흥시 포동,산4*,임야,자연녹지지역,-,201704,18,165,"2,107",지분,
경기도 시흥시 조남동,산1**,임야,자연녹지지역,-,201704,18,201,"2,532",지분,
경기도 시흥시 월곶동,2**,임야,개발제한구역,-,201704,18,165,"3,100",지분,
경기도 시흥시 신천동,6**,대,개발제한구역,12m미만,201704,18,885,"35,000", ,
경기도 시흥시 장곡동,6**,전,개발제한구역,8m미만,201704,18,1736,"36,750", ,
경기도 시흥시 과림동,6**,전,자연녹지지역,8m미만,201704,18,819,"39,600", ,
경기도 시흥시 하중동,6**,답,개발제한구역,8m미만,201704,18,3862,"39,700", ,
경기도 시흥시 계수동,산1*,임야,개발제한구역,-,201704,18,165,"4,067",지분,
경기도 시흥시 포동,산4*,임야,개발제한구역,-,201704,18,330,"4,214",지분,
경기도 시흥시 논곡동,8*,잡종지,개발제한구역,25m미만,201704,18,5,451, ,
경기도 시흥시 매화동,7**,답,개발제한구역,8m미만,201704,18,102.3,"5,013",지분,
경기도 시흥시 광석동,산*,대,자연녹지지역,8m미만,201704,18,198.3,"5,400",지분,
경기도 시흥시 과림동,4**,임야,자연녹지지역,-,201704,18,3524,"52,000", ,
경기도 시흥시 과림동,6**,전,자연녹지지역,-,201704,18,1114,"53,900", ,
경기도 시흥시 월곶동,2**,임야,개발제한구역,-,201704,18,330,"6,200",지분,
경기도 시흥시 방산동,2**,전,개발제한구역,12m미만,201704,18,1577,"64,395", ,
경기도 시흥시 조남동,산1**,임야,자연녹지지역,-,201704,18,661,"7,960",지분,
경기도 시흥시 월곶동,1***,대,일반상업지역,25m미만,201704,18,309.3,"70,000", ,
경기도 시흥시 군자동,산1*,임야,자연녹지지역,-,201704,19,165,"1,445",지분,
경기도 시흥시 산현동,산4*,임야,개발제한구역,-,201704,19,330,"1,990",지분,
경기도 시흥시 금이동,5**,임야,개발제한구역,-,201704,19,408,"15,000", ,
경기도 시흥시 포동,산4*,임야,자연녹지지역,-,201704,19,165,"2,107",지분,
경기도 시흥시 월곶동,2**,대,개발제한구역,-,201704,19,165,"3,100",지분,
경기도 시흥시 과림동,1**,답,자연녹지지역,8m미만,201704,19,15,399, ,
경기도 시흥시 포동,산4*,임야,자연녹지지역,-,201704,19,330,"4,214",지분,
경기도 시흥시 광석동,산2*,임야,개발제한구역,8m미만,201704,19,165,"4,750",지분,
경기도 시흥시 하중동,산2*,임야,자연녹지지역,-,201704,19,331,"4,900",지분,
경기도 시흥시 군자동,6**,전,개발제한구역,25m미만,201704,19,898,"40,400", ,
경기도 시흥시 정왕동,2***,대,제2종전용주거지역,-,201704,19,240.1,"50,019", ,
경기도 시흥시 금이동,6**,답,개발제한구역,8m미만,201704,19,246,"6,600", ,
경기도 시흥시 조남동,산1**,임야,자연녹지지역,8m미만,201704,19,99,888,지분,
경기도 시흥시 거모동,*,전,개발제한구역,-,201704,20,50,"1,000", ,
경기도 시흥시 하중동,산*,임야,개발제한구역,-,201704,20,81,"1,575",지분,
경기도 시흥시 정왕동,산3*,임야,자연녹지지역,-,201704,20,165,"2,250",지분,
경기도 시흥시 하중동,산*,임야,개발제한구역,-,201704,20,165,"2,750",지분,
경기도 시흥시 금이동,6**,답,개발제한구역,8m미만,201704,20,2403,"26,070", ,
경기도 시흥시 하중동,산*,임야,개발제한구역,-,201704,20,165,"3,150",지분,
경기도 시흥시 장현동,산1*,임야,개발제한구역,8m미만,201704,20,165,"3,650",지분,
경기도 시흥시 하중동,1*,답,개발제한구역,8m미만,201704,20,132,"4,400",지분,
경기도 시흥시 하중동,산*,임야,개발제한구역,-,201704,20,330,"4,800",지분,
경기도 시흥시 하중동,산*,임야,개발제한구역,-,201704,20,330,"5,150",지분,
경기도 시흥시 장현동,산6*,임야,개발제한구역,-,201704,20,331,"7,300",지분,
경기도 시흥시 미산동,1**,임야,개발제한구역,12m미만,201704,20,567,"7,500", ,
경기도 시흥시 포동,산4*,임야,자연녹지지역,-,201704,20,661,"8,428",지분,
경기도 시흥시 하중동,산*,임야,개발제한구역,-,201704,20,66,960,지분,
경기도 시흥시 무지내동,1**,대,제1종일반주거지역,8m미만,201704,21,8,"1,200",지분,
경기도 시흥시 하중동,6**,답,개발제한구역,8m미만,201704,21,23.1,"1,207",지분,
경기도 시흥시 과림동,2*,전,자연녹지지역,8m미만,201704,21,1904,"102,000", ,
경기도 시흥시 무지내동,1**,대,제1종일반주거지역,8m미만,201704,21,101,"15,250",지분,
경기도 시흥시 포동,산4*,임야,개발제한구역,-,201704,21,215,"2,739",지분,
경기도 시흥시 포동,산4*,임야,자연녹지지역,-,201704,21,231,"2,950",지분,
경기도 시흥시 포동,산4*,임야,자연녹지지역,-,201704,21,231,"2,950",지분,
경기도 시흥시 대야동,산4*,임야,개발제한구역,-,201704,21,16.5,225,지분,
경기도 시흥시 무지내동,1**,도로,자연녹지지역,8m미만,201704,21,19.8,"3,000",지분,
경기도 시흥시 조남동,산1**,임야,자연녹지지역,-,201704,21,241.3,"3,030",지분,
경기도 시흥시 대야동,산4*,임야,개발제한구역,-,201704,21,231,"3,150",지분,
경기도 시흥시 조남동,산1**,임야,자연녹지지역,-,201704,21,330,"3,980",지분,
경기도 시흥시 포동,산3*,임야,개발제한구역,-,201704,21,12,30,지분,
경기도 시흥시 대야동,산4*,임야,개발제한구역,-,201704,21,19.8,300,지분,
경기도 시흥시 포동,산3*,임야,개발제한구역,-,201704,21,2182,"4,620",지분,
경기도 시흥시 하중동,5*,답,개발제한구역,8m미만,201704,21,175,"5,194",지분,
경기도 시흥시 대야동,산4*,임야,개발제한구역,-,201704,21,49.5,675,지분,
경기도 시흥시 하중동,3**,답,개발제한구역,8m미만,201704,21,153,"8,542",지분,
경기도 시흥시 대야동,산4*,임야,개발제한구역,-,201704,21,66,900,지분,
경기도 시흥시 정왕동,2***,대,제2종전용주거지역,-,201704,22,261.3,"29,134", ,
경기도 시흥시 하상동,7*,답,개발제한구역,8m미만,201704,22,3983,"50,610", ,
경기도 시흥시 정왕동,산3*,임야,자연녹지지역,-,201704,23,993,"3,900",지분,
경기도 시흥시 매화동,7**,답,개발제한구역,8m미만,201704,24,39.6,"1,920",지분,
경기도 시흥시 정왕동,산3*,임야,자연녹지지역,-,201704,24,993,"13,500",지분,
경기도 시흥시 물왕동,3**,과수원,개발제한구역,8m미만,201704,24,631,"14,800", ,
경기도 시흥시 포동,산4*,임야,자연녹지지역,-,201704,24,165,"2,086",지분,
경기도 시흥시 포동,산4*,임야,자연녹지지역,-,201704,24,165,"2,107",지분,
경기도 시흥시 포동,산4*,임야,자연녹지지역,-,201704,24,165,"2,107",지분,
경기도 시흥시 매화동,7**,답,개발제한구역,8m미만,201704,24,56.1,"2,720",지분,
경기도 시흥시 포동,산4*,임야,자연녹지지역,-,201704,24,231,"2,950",지분,
경기도 시흥시 물왕동,3**,과수원,개발제한구역,8m미만,201704,24,1160,"27,200", ,
경기도 시흥시 매화동,7**,답,개발제한구역,8m미만,201704,24,67,"3,243",지분,
경기도 시흥시 방산동,6**,답,자연녹지지역,-,201704,24,3300,"37,000", ,
경기도 시흥시 포동,산4*,임야,자연녹지지역,-,201704,24,330,"4,214",지분,
경기도 시흥시 신천동,8*,전,제3종일반주거지역,12m미만,201704,24,314,"61,500", ,
경기도 시흥시 정왕동,4**,답,개발제한구역,-,201704,25,50,"1,000", ,
경기도 시흥시 하중동,1*,답,개발제한구역,8m미만,201704,25,331,"11,000",지분,
경기도 시흥시 광석동,산*,임야,자연녹지지역,8m미만,201704,25,495.8,"13,500",지분,
경기도 시흥시 도창동,2*,임야,개발제한구역,-,201704,25,496,"22,785",지분,
경기도 시흥시 도창동,2*,임야,개발제한구역,-,201704,25,66,"3,007",지분,
경기도 시흥시 도창동,2*,임야,개발제한구역,-,201704,25,66,"3,038",지분,
경기도 시흥시 매화동,7**,답,개발제한구역,8m미만,201704,25,66,"3,234",지분,
경기도 시흥시 계수동,산1*,임야,개발제한구역,-,201704,25,132,"3,254",지분,
경기도 시흥시 도창동,2*,임야,개발제한구역,-,201704,25,86,"3,909",지분,
경기도 시흥시 도창동,2*,임야,개발제한구역,-,201704,25,85,"3,949",지분,
경기도 시흥시 도창동,산*,임야,개발제한구역,8m미만,201704,25,19.8,360,지분,
경기도 시흥시 계수동,산1*,임야,개발제한구역,-,201704,25,165,"4,066",지분,
경기도 시흥시 광석동,산2*,임야,개발제한구역,8m미만,201704,25,165,"4,750",지분,
경기도 시흥시 매화동,7**,답,개발제한구역,8m미만,201704,25,115.5,"5,660",지분,
경기도 시흥시 물왕동,9*,전,제1종일반주거지역,12m미만,201704,25,279,"52,600", ,
경기도 시흥시 도창동,산*,임야,개발제한구역,8m미만,201704,25,330.2,"6,000",지분,
경기도 시흥시 도창동,2*,임야,개발제한구역,-,201704,25,132,"6,014",지분,
경기도 시흥시 매화동,7**,답,개발제한구역,8m미만,201704,25,148.5,"7,277",지분,
경기도 시흥시 매화동,7**,답,개발제한구역,8m미만,201704,25,165,"8,085",지분,
경기도 시흥시 매화동,7**,답,개발제한구역,8m미만,201704,25,16.5,800,지분,
경기도 시흥시 도창동,산1*,임야,자연녹지지역,-,201704,25,33,872,지분,
경기도 시흥시 광석동,산2*,임야,개발제한구역,8m미만,201704,25,331,"9,500",지분,
경기도 시흥시 하중동,3**,답,개발제한구역,8m미만,201704,25,16.5,940,지분,
경기도 시흥시 조남동,산1**,임야,자연녹지지역,-,201704,26,99.1,"1,245",지분,
경기도 시흥시 포동,산4*,임야,자연녹지지역,-,201704,26,99,"1,264",지분,
경기도 시흥시 화정동,산9*,임야,개발제한구역,8m미만,201704,26,66,"1,560",지분,
경기도 시흥시 매화동,7**,답,개발제한구역,8m미만,201704,26,33,"1,600",지분,
경기도 시흥시 매화동,7**,답,개발제한구역,8m미만,201704,26,33,"1,617",지분,
경기도 시흥시 화정동,산1**,임야,개발제한구역,8m미만,201704,26,991,"10,724",지분,
경기도 시흥시 군자동,4**,전,개발제한구역,25m미만,201704,26,4795,"122,570", ,
경기도 시흥시 물왕동,산6*,임야,개발제한구역,-,201704,26,2380,"14,000", ,
경기도 시흥시 매화동,5**,답,개발제한구역,8m미만,201704,26,1021,"14,500", ,
경기도 시흥시 하중동,1*,답,개발제한구역,8m미만,201704,26,491,"16,280",지분,
경기도 시흥시 장현동,산6*,임야,개발제한구역,-,201704,26,102.5,"2,263",지분,
경기도 시흥시 매화동,7**,답,개발제한구역,8m미만,201704,26,49.5,"2,426",지분,
경기도 시흥시 장곡동,산4*,임야,자연녹지지역,-,201704,26,165,"2,900",지분,
경기도 시흥시 도창동,2*,임야,개발제한구역,-,201704,26,466,"21,418",지분,
경기도 시흥시 정왕동,2***,대,제2종전용주거지역,-,201704,26,306.2,"35,000", ,
경기도 시흥시 도창동,2*,임야,개발제한구역,-,201704,26,102,"4,661",지분,
경기도 시흥시 군자동,4**,답,개발제한구역,8m미만,201704,26,1699,"43,430", ,
경기도 시흥시 미산동,4**,전,개발제한구역,25m이상,201704,26,2115,"60,300", ,
경기도 시흥시 군자동,산9*,임야,개발제한구역,8m미만,201704,26,53,624,지분,
경기도 시흥시 미산동,4**,전,자연녹지지역,-,201704,26,1322,"68,000", ,
경기도 시흥시 매화동,2**,전,개발제한구역,8m미만,201704,26,1984,"69,000", ,
경기도 시흥시 미산동,4**,전,자연녹지지역,-,201704,26,2645,"71,700", ,
경기도 시흥시 월곶동,산*,임야,제1종일반주거지역,-,201704,27,47.11,"1,600",지분,
경기도 시흥시 매화동,7**,답,개발제한구역,8m미만,201704,27,33,"1,650",지분,
경기도 시흥시 안현동,산5*,임야,자연녹지지역,-,201704,27,777,"13,000",지분,
경기도 시흥시 방산동,산*,임야,개발제한구역,8m미만,201704,27,4949,"18,000", ,
경기도 시흥시 하중동,산2*,임야,자연녹지지역,-,201704,27,132,"2,080",지분,
경기도 시흥시 광석동,산2*,임야,개발제한구역,8m미만,201704,27,73,"2,090",지분,
경기도 시흥시 매화동,7**,답,개발제한구역,8m미만,201704,27,49.5,"2,426",지분,
경기도 시흥시 광석동,산2*,임야,개발제한구역,8m미만,201704,27,99,"2,850",지분,
경기도 시흥시 안현동,산5*,임야,자연녹지지역,-,201704,27,175.3,"2,925",지분,
경기도 시흥시 안현동,산5*,임야,자연녹지지역,-,201704,27,166,"2,950",지분,
경기도 시흥시 안현동,산5*,임야,자연녹지지역,-,201704,27,166,"2,975",지분,
경기도 시흥시 무지내동,산3*,임야,개발제한구역,-,201704,27,7934,"20,000", ,
경기도 시흥시 월곶동,산*,임야,제1종일반주거지역,-,201704,27,6.67,260,지분,
경기도 시흥시 정왕동,5**,답,개발제한구역,-,201704,27,1631,"28,000", ,
경기도 시흥시 매화동,7**,답,개발제한구역,8m미만,201704,27,7,280,지분,
경기도 시흥시 안현동,산5*,임야,자연녹지지역,-,201704,27,182,"3,042",지분,
경기도 시흥시 안현동,산5*,임야,자연녹지지역,-,201704,27,172,"3,068",지분,
경기도 시흥시 안현동,산5*,임야,자연녹지지역,-,201704,27,172,"3,094",지분,
경기도 시흥시 하중동,3**,답,자연녹지지역,8m미만,201704,27,82,"3,375",지분,
경기도 시흥시 매화동,7**,답,개발제한구역,8m미만,201704,27,99,"4,116",지분,
경기도 시흥시 광석동,산2*,임야,개발제한구역,8m미만,201704,27,148,"4,275",지분,
경기도 시흥시 포동,산4*,임야,자연녹지지역,-,201704,27,337,"4,298",지분,
경기도 시흥시 광석동,산2*,임야,개발제한구역,8m미만,201704,27,165,"4,750",지분,
경기도 시흥시 월곶동,1**,임야,제2종일반주거지역,-,201704,27,133.67,"5,250",지분,
경기도 시흥시 안현동,산5*,임야,자연녹지지역,-,201704,27,350.5,"5,900",지분,
경기도 시흥시 안현동,산5*,임야,자연녹지지역,-,201704,27,344,"6,136",지분,
경기도 시흥시 안현동,산5*,임야,자연녹지지역,-,201704,27,384,"6,435",지분,
경기도 시흥시 매화동,7**,답,개발제한구역,8m미만,201704,27,135.3,"6,560",지분,
경기도 시흥시 매화동,7**,답,개발제한구역,8m미만,201704,27,142,"6,837",지분,
경기도 시흥시 광석동,산2*,임야,개발제한구역,8m미만,201704,27,264,"7,600",지분,
경기도 시흥시 안현동,산5*,임야,자연녹지지역,-,201704,27,530,"8,880",지분,
경기도 시흥시 안현동,산5*,임야,자연녹지지역,-,201704,27,562,"9,215",지분,
경기도 시흥시 정왕동,5**,답,개발제한구역,12m미만,201704,27,3286,"92,000", ,
경기도 시흥시 광석동,산2*,임야,개발제한구역,8m미만,201704,27,33,950,지분,
경기도 시흥시 매화동,7**,답,개발제한구역,8m미만,201704,27,19.8,990,지분,
경기도 시흥시 미산동,4**,임야,개발제한구역,-,201704,28,90,"1,793",지분,
경기도 시흥시 대야동,1*,잡종지,자연녹지지역,-,201704,28,3066,"139,120", ,
경기도 시흥시 물왕동,3**,전,개발제한구역,12m미만,201704,28,604.72,"16,824",지분,
경기도 시흥시 포동,산4*,임야,개발제한구역,-,201704,28,165,"2,086",지분,
경기도 시흥시 장곡동,7**,답,개발제한구역,8m미만,201704,28,1338,"20,230", ,
경기도 시흥시 물왕동,3**,전,자연녹지지역,-,201704,28,807.28,"22,460", ,
경기도 시흥시 무지내동,3**,도로,개발제한구역,8m미만,201704,28,28.5,250,지분,
경기도 시흥시 정왕동,2***,대,제2종전용주거지역,-,201704,28,297.6,"34,800", ,
경기도 시흥시 미산동,4**,임야,개발제한구역,-,201704,28,2016,"39,707", ,
경기도 시흥시 포동,산4*,임야,자연녹지지역,-,201704,28,338,"4,298",지분,
경기도 시흥시 물왕동,3**,전,개발제한구역,12m미만,201704,28,780,"40,000", ,
경기도 시흥시 장곡동,산4*,임야,개발제한구역,-,201704,28,248,"5,100",지분,
경기도 시흥시 하중동,4**,전,자연녹지지역,-,201704,28,97,"5,500",지분,
경기도 시흥시 도창동,2**,임야,자연녹지지역,-,201704,28,198,"5,586",지분,
경기도 시흥시 무지내동,산3*,임야,개발제한구역,-,201704,28,297.5,750,지분,
경기도 시흥시 대야동,1*,잡종지,개발제한구역,8m미만,201704,28,206,"9,346", ,
경기도 시흥시 매화동,7**,답,개발제한구역,8m미만,201704,28,19.8,960,지분,
경기도 시흥시 매화동,7**,답,개발제한구역,8m미만,201704,28,20,980,지분,
경기도 시흥시 방산동,3**,전,제1종일반주거지역,8m미만,201704,29,211,"15,000", ,
경기도 시흥시 미산동,1**,전,개발제한구역,8m미만,201704,29,1008,"27,000", ,
경기도 시흥시 방산동,3**,도로,제1종일반주거지역,8m미만,201704,29,29,"5,000", ,
경기도 시흥시 안현동,3**,전,제1종일반주거지역,8m미만,201704,30,100,"11,000",지분,
경기도 시흥시 과림동,7**,답,자연녹지지역,8m미만,201705,1,2931,"133,050", ,
경기도 시흥시 정왕동,산2*,임야,개발제한구역,-,201705,1,367.34,"2,500",지분,
경기도 시흥시 하상동,7*,답,개발제한구역,8m미만,201705,1,1689,"21,462", ,
경기도 시흥시 도창동,2*,임야,개발제한구역,-,201705,1,66,"3,007",지분,
경기도 시흥시 목감동,3*,전,자연녹지지역,8m미만,201705,1,1524,"46,000", ,
경기도 시흥시 과림동,4**,도로,자연녹지지역,12m미만,201705,1,10,"5,500", ,
경기도 시흥시 목감동,4**,대,제1종일반주거지역,12m미만,201705,1,256.5,"57,700", ,
경기도 시흥시 조남동,산1**,임야,자연녹지지역,-,201705,1,45592,"59,660",지분,
경기도 시흥시 하중동,1*,답,자연녹지지역,8m미만,201705,1,199,"6,600",지분,
경기도 시흥시 하상동,7*,답,개발제한구역,8m미만,201705,1,698,"8,862", ,
경기도 시흥시 과림동,7**,답,자연녹지지역,8m미만,201705,1,2001,"90,750", ,
경기도 시흥시 안현동,1**,전,개발제한구역,8m미만,201705,2,2276,"102,000", ,
경기도 시흥시 매화동,7**,답,개발제한구역,8m미만,201705,2,880,"14,000", ,
경기도 시흥시 대야동,산6*,임야,개발제한구역,-,201705,2,3271,"15,830",지분,
경기도 시흥시 대야동,산6*,임야,개발제한구역,-,201705,2,35,170, ,
경기도 시흥시 포동,산4*,임야,자연녹지지역,-,201705,2,165,"2,107",지분,
경기도 시흥시 포동,산4*,임야,자연녹지지역,-,201705,2,166,"2,107",지분,
경기도 시흥시 정왕동,산3*,임야,자연녹지지역,-,201705,2,165,"2,250",지분,
경기도 시흥시 하중동,산2*,대,자연녹지지역,-,201705,2,165,"2,450",지분,
경기도 시흥시 도창동,2*,임야,개발제한구역,-,201705,2,66,"3,100",지분,
경기도 시흥시 장현동,산1*,임야,개발제한구역,8m미만,201705,2,150.5,"3,285",지분,
경기도 시흥시 장곡동,7**,답,자연녹지지역,-,201705,2,2002,"30,280", ,
경기도 시흥시 장곡동,7**,답,개발제한구역,8m미만,201705,2,2002,"30,280", ,
경기도 시흥시 매화동,산1*,임야,개발제한구역,8m미만,201705,2,3802,"34,000", ,
경기도 시흥시 정왕동,산3*,임야,개발제한구역,-,201705,2,33,350,지분,
경기도 시흥시 도창동,2*,임야,개발제한구역,-,201705,2,99,"4,557",지분,
경기도 시흥시 도창동,2*,임야,개발제한구역,-,201705,2,106,"4,861",지분,
경기도 시흥시 매화동,7**,답,개발제한구역,8m미만,201705,2,116,"4,865",지분,
경기도 시흥시 과림동,5*,전,자연녹지지역,8m미만,201705,2,1200,"61,000", ,
경기도 시흥시 도창동,2*,임야,개발제한구역,-,201705,2,158,"7,291",지분,
경기도 시흥시 장곡동,산1*,임야,개발제한구역,-,201705,2,49.5,741,지분,
경기도 시흥시 매화동,7**,답,개발제한구역,8m미만,201705,2,507,"8,000", ,
경기도 시흥시 장곡동,산2*,임야,개발제한구역,-,201705,2,6.6,98,지분,
경기도 시흥시 매화동,3**,대,제1종일반주거지역,8m미만,201705,3,223,"35,000", ,
경기도 시흥시 신천동,산1*,임야,개발제한구역,-,201705,3,3305.67,"5,000", ,
경기도 시흥시 매화동,3**,대,제1종일반주거지역,8m미만,201705,3,52,"8,000", ,
경기도 시흥시 장곡동,산2*,임야,개발제한구역,-,201705,3,66.1,988,지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,198,"1,050",지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,202,"1,057",지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,198,"1,099",지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,248,"1,299",지분,
경기도 시흥시 장현동,산7*,임야,개발제한구역,-,201705,4,132,"1,320",지분,
경기도 시흥시 장현동,산7*,임야,개발제한구역,-,201705,4,396,"1,335",지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,265,"1,400",지분,
경기도 시흥시 정왕동,산1*,임야,개발제한구역,8m미만,201705,4,165,"1,436",지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,-,201705,4,446,"1,454",지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,165,"1,460",지분,
경기도 시흥시 조남동,산1**,임야,개발제한구역,8m미만,201705,4,297,"1,559",지분,
