LGDNG_CD,CTPV_NM,CTGG_NM,EMD_NM,LA,LNGT
2714011200,대구광역시,동구,둔산동,35.906764,128.691254
2714011300,대구광역시,동구,부동,35.890863,128.690871
2714011400,대구광역시,동구,신평동,35.883374,128.679471
2714011500,대구광역시,동구,서호동,35.86477,128.710487
2714011600,대구광역시,동구,동호동,35.864873,128.717189
2714011700,대구광역시,동구,신기동,35.863386,128.70262
2714011800,대구광역시,동구,율하동,35.864351,128.69219
2714011900,대구광역시,동구,용계동,35.876243,128.689342
2714012000,대구광역시,동구,율암동,35.883997,128.703628
2714012100,대구광역시,동구,상매동,35.916394,128.712462
2714012200,대구광역시,동구,매여동,35.91374,128.727913
2714012300,대구광역시,동구,각산동,35.887475,128.715781
2714012400,대구광역시,동구,신서동,35.872936,128.727195
2714012500,대구광역시,동구,동내동,35.892908,128.741458
2714012600,대구광역시,동구,괴전동,35.869648,128.736056
2714012700,대구광역시,동구,금강동,35.85833,128.734782
2714012800,대구광역시,동구,대림동,35.867859,128.745095
2714012900,대구광역시,동구,사복동,35.869498,128.75308
2714013000,대구광역시,동구,숙천동,35.885575,128.748805
2714013100,대구광역시,동구,내곡동,35.907599,128.749259
2714013200,대구광역시,동구,능성동,35.969666,128.736417
2714013300,대구광역시,동구,진인동,35.952302,128.715733
2714013400,대구광역시,동구,도학동,35.991377,128.716778
2714013500,대구광역시,동구,백안동,35.954466,128.694611
2714013600,대구광역시,동구,미곡동,35.959218,128.682986
2714013700,대구광역시,동구,용수동,35.976086,128.676613
2714013800,대구광역시,동구,신무동,36.004145,128.672859
2714013900,대구광역시,동구,미대동,35.962996,128.672346
2714014000,대구광역시,동구,내동,35.96835,128.656155
2714014100,대구광역시,동구,신용동,35.986381,128.65164
2714014200,대구광역시,동구,중대동,36.001782,128.640929
2714014300,대구광역시,동구,송정동,35.992895,128.625154
2714014400,대구광역시,동구,덕곡동,35.978884,128.621705
2714014500,대구광역시,동구,지묘동,35.949982,128.642494
2717010100,대구광역시,서구,내당동,35.860685,128.560736
2717010200,대구광역시,서구,비산동,35.887275,128.548031
2717010300,대구광역시,서구,평리동,35.875648,128.563475
2717010400,대구광역시,서구,상리동,35.880451,128.526364
2717010500,대구광역시,서구,중리동,35.863481,128.538482
2717010600,대구광역시,서구,이현동,35.87448,128.540333
2717010700,대구광역시,서구,원대동1가,35.880584,128.578786
2717010800,대구광역시,서구,원대동2가,35.883852,128.580543
2717010900,대구광역시,서구,원대동3가,35.884647,128.576298
2720010100,대구광역시,남구,이천동,35.853695,128.599439
2720010200,대구광역시,남구,봉덕동,35.845572,128.597908
2720010300,대구광역시,남구,대명동,35.840047,128.568889
2723010100,대구광역시,북구,칠성동1가,35.875608,128.604264
2723010200,대구광역시,북구,칠성동2가,35.877971,128.597832
2723010300,대구광역시,북구,고성동1가,35.878341,128.585682
2723010400,대구광역시,북구,고성동2가,35.880036,128.582128
2723010500,대구광역시,북구,고성동3가,35.881614,128.587607
2723010600,대구광역시,북구,침산동,35.897135,128.586588
2723010700,대구광역시,북구,노원동1가,35.888174,128.579468
2723010800,대구광역시,북구,노원동2가,35.890968,128.57446
2723010900,대구광역시,북구,노원동3가,35.892662,128.564261
2723011000,대구광역시,북구,대현동,35.882147,128.605809
2723011100,대구광역시,북구,산격동,35.901413,128.603686
2723011200,대구광역시,북구,복현동,35.898262,128.6209
2723011300,대구광역시,북구,검단동,35.915253,128.621224
2723011400,대구광역시,북구,동변동,35.925439,128.608913
2723011500,대구광역시,북구,서변동,35.932899,128.594195
2723011600,대구광역시,북구,조야동,35.914455,128.575635
2723011700,대구광역시,북구,노곡동,35.904379,128.56054
2723011800,대구광역시,북구,읍내동,35.953027,128.549003
2723011900,대구광역시,북구,동호동,35.967149,128.567104
2723012000,대구광역시,북구,학정동,35.951687,128.567565
2723012100,대구광역시,북구,도남동,35.968723,128.591336
2723012200,대구광역시,북구,국우동,35.947881,128.586982
2723012300,대구광역시,북구,구암동,35.933878,128.569106
2723012400,대구광역시,북구,동천동,35.937218,128.558162
2723012500,대구광역시,북구,관음동,35.943414,128.539773
2723012600,대구광역시,북구,태전동,35.924099,128.543249
2723012700,대구광역시,북구,매천동,35.907205,128.539306
2723012800,대구광역시,북구,팔달동,35.895064,128.536501
2723012900,대구광역시,북구,금호동,35.911219,128.526964
2723013000,대구광역시,북구,사수동,35.899654,128.512312
2723013100,대구광역시,북구,연경동,35.956742,128.615258
2726010100,대구광역시,수성구,범어동,35.855535,128.622124
2726010200,대구광역시,수성구,만촌동,35.872957,128.646939
2726010300,대구광역시,수성구,수성동1가,35.857356,128.610591
2726010400,대구광역시,수성구,수성동2가,35.852617,128.615069
2726010500,대구광역시,수성구,수성동3가,35.857984,128.619393
2726010600,대구광역시,수성구,수성동4가,35.862288,128.615044
2726010700,대구광역시,수성구,황금동,35.843989,128.638149
2726010800,대구광역시,수성구,중동,35.847394,128.615078
2726010900,대구광역시,수성구,상동,35.832113,128.615414
2726011000,대구광역시,수성구,파동,35.815474,128.615144
2726011100,대구광역시,수성구,두산동,35.829426,128.620658
2726011200,대구광역시,수성구,지산동,35.826133,128.636441
2726011300,대구광역시,수성구,범물동,35.817879,128.645964
2726011400,대구광역시,수성구,시지동,35.843133,128.69463
2726011500,대구광역시,수성구,매호동,35.850378,128.709151
2726011600,대구광역시,수성구,성동,35.848979,128.721318
2726011700,대구광역시,수성구,사월동,35.839779,128.71887
2726011800,대구광역시,수성구,신매동,35.838644,128.710479
2726011900,대구광역시,수성구,욱수동,35.81573,128.704668
2726012000,대구광역시,수성구,노변동,35.831472,128.696435
2726012200,대구광역시,수성구,삼덕동,35.82723,128.673829
2726012300,대구광역시,수성구,연호동,35.843861,128.673559
2726012400,대구광역시,수성구,이천동,35.839141,128.656518
2726012500,대구광역시,수성구,고모동,35.86244,128.670376
2726012600,대구광역시,수성구,가천동,35.853479,128.685618
2726012700,대구광역시,수성구,대흥동,35.810308,128.67759
2729010100,대구광역시,달서구,성당동,35.842958,128.549551
2729010200,대구광역시,달서구,두류동,35.853718,128.555402
2729010400,대구광역시,달서구,파호동,35.841321,128.473994
2729010500,대구광역시,달서구,호림동,35.834345,128.479022
2729010600,대구광역시,달서구,갈산동,35.838804,128.498805
2729010700,대구광역시,달서구,신당동,35.858961,128.498821
2729010800,대구광역시,달서구,이곡동,35.85165,128.510691
2729010900,대구광역시,달서구,장동,35.839554,128.513215
2729011000,대구광역시,달서구,장기동,35.843349,128.530035
2729011100,대구광역시,달서구,용산동,35.856596,128.531153
2729011200,대구광역시,달서구,죽전동,35.85579,128.539803
2729011300,대구광역시,달서구,감삼동,35.851016,128.542168
2729011400,대구광역시,달서구,본리동,35.840976,128.543094
2729011500,대구광역시,달서구,상인동,35.81401,128.54528
2729011600,대구광역시,달서구,도원동,35.807481,128.532179
2729011700,대구광역시,달서구,진천동,35.812188,128.522808
2729011800,대구광역시,달서구,유천동,35.814026,128.514337
2729011900,대구광역시,달서구,대천동,35.825592,128.487256
2729012000,대구광역시,달서구,월성동,35.819592,128.522529
2729012100,대구광역시,달서구,월암동,35.830865,128.506721
2729012200,대구광역시,달서구,송현동,35.829373,128.553382
2729012300,대구광역시,달서구,대곡동,35.799334,128.52681
2729012400,대구광역시,달서구,본동,35.834442,128.541046
2729012500,대구광역시,달서구,호산동,35.843996,128.484182
2771025000,대구광역시,달성군,화원읍,35.803803,128.50051
2771025300,대구광역시,달성군,논공읍,35.774337,128.419898
2771025600,대구광역시,달성군,다사읍,35.872214,128.494266
2771025900,대구광역시,달성군,유가읍,35.693898,128.459655
2771026200,대구광역시,달성군,옥포읍 ,35.7896,128.463726
2771026500,대구광역시,달성군,현풍읍 ,35.697464,128.447655
2771031000,대구광역시,달성군,가창면,35.802704,128.622823
2771033000,대구광역시,달성군,하빈면,35.900923,128.445522
2771038000,대구광역시,달성군,구지면,35.658796,128.413596
2811010100,인천광역시,중구,중앙동1가,37.473443,126.62042
2811010200,인천광역시,중구,중앙동2가,37.472698,126.621808
2811010300,인천광역시,중구,중앙동3가,37.472077,126.622715
2811010400,인천광역시,중구,중앙동4가,37.471389,126.623953
2811010500,인천광역시,중구,해안동1가,37.472746,126.620035
2811010600,인천광역시,중구,해안동2가,37.472084,126.621282
2811010700,인천광역시,중구,해안동3가,37.471409,126.622167
2811010800,인천광역시,중구,해안동4가,37.470595,126.623582
2811010900,인천광역시,중구,관동1가,37.473778,126.62135
2811011000,인천광역시,중구,관동2가,37.472811,126.623381
2811011100,인천광역시,중구,관동3가,37.471969,126.624864
2811011200,인천광역시,중구,항동1가,37.473889,126.616728
2811011300,인천광역시,중구,항동2가,37.472143,126.61737
2811011400,인천광역시,중구,항동3가,37.472138,126.619247
2811011500,인천광역시,중구,항동4가,37.471475,126.620358
2811011600,인천광역시,중구,항동5가,37.470794,126.62156
2811011700,인천광역시,중구,항동6가,37.470113,126.622748
2811011800,인천광역시,중구,항동7가,37.453543,126.619757
2811011900,인천광역시,중구,송학동1가,37.474635,126.622241
2811012000,인천광역시,중구,송학동2가,37.474283,126.624852
2811012100,인천광역시,중구,송학동3가,37.47392,126.626324
2811012200,인천광역시,중구,사동,37.469052,126.625457
2811012300,인천광역시,중구,신생동,37.466187,126.628917
2811012400,인천광역시,중구,신포동,37.470959,126.62699
2811012500,인천광역시,중구,답동,37.470368,126.629303
2811012600,인천광역시,중구,신흥동1가,37.467329,126.631344
2811012700,인천광역시,중구,신흥동2가,37.467827,126.634945
2811012800,인천광역시,중구,신흥동3가,37.43681,126.624203
2811012900,인천광역시,중구,선화동,37.465753,126.636664
2811013000,인천광역시,중구,유동,37.470231,126.637217
2811013100,인천광역시,중구,율목동,37.47013,126.633604
2811013200,인천광역시,중구,도원동,37.468078,126.637973
2811013300,인천광역시,중구,내동,37.472706,126.627754
2811013400,인천광역시,중구,경동,37.471999,126.634586
2811013500,인천광역시,중구,용동,37.473076,126.630872
2811013600,인천광역시,중구,인현동,37.475184,126.630591
2811013700,인천광역시,중구,전동,37.477458,126.626048
2811013800,인천광역시,중구,북성동1가,37.470078,126.603237
2811013900,인천광역시,중구,북성동2가,37.476201,126.618286
2811014000,인천광역시,중구,북성동3가,37.475909,126.620471
2811014100,인천광역시,중구,선린동,37.474354,126.619009
2811014200,인천광역시,중구,송월동1가,37.479872,126.62245
2811014300,인천광역시,중구,송월동2가,37.479231,126.61912
2811014400,인천광역시,중구,송월동3가,37.478036,126.620913
2811014500,인천광역시,중구,중산동,37.495782,126.564237
2811014600,인천광역시,중구,운남동,37.48917,126.527232
2811014700,인천광역시,중구,운서동,37.493329,126.488343
2811014800,인천광역시,중구,운북동,37.516394,126.515577
2811014900,인천광역시,중구,을왕동,37.447993,126.384466
2811015000,인천광역시,중구,남북동,37.453064,126.410654
2811015100,인천광역시,중구,덕교동,37.436899,126.422771
2811015200,인천광역시,중구,무의동,37.379555,126.422172
2814010100,인천광역시,동구,만석동,37.483259,126.625508
2814010200,인천광역시,동구,화수동,37.484354,126.630098
2814010300,인천광역시,동구,송현동,37.48894,126.64112
2814010400,인천광역시,동구,화평동,37.479023,126.630934
2814010500,인천광역시,동구,창영동,37.471025,126.639949
2814010600,인천광역시,동구,금곡동,37.472794,126.641016
2814010700,인천광역시,동구,송림동,37.476226,126.64015
2817710100,인천광역시,미추홀구,숭의동,37.462841,126.647331
2817710200,인천광역시,미추홀구,용현동,37.449621,126.641362
2817710300,인천광역시,미추홀구,학익동,37.439885,126.663968
2817710400,인천광역시,미추홀구,도화동,37.460902,126.673762
2817710500,인천광역시,미추홀구,주안동,37.454831,126.68372
2817710600,인천광역시,미추홀구,관교동,37.444172,126.696811
2817710700,인천광역시,미추홀구,문학동,37.437686,126.685017
2818510100,인천광역시,연수구,옥련동,37.427407,126.655166
2818510200,인천광역시,연수구,선학동,37.422448,126.701385
2818510300,인천광역시,연수구,연수동,37.422212,126.681481
2818510400,인천광역시,연수구,청학동,37.425003,126.666158
2818510500,인천광역시,연수구,동춘동,37.409612,126.670826
2818510600,인천광역시,연수구,송도동,37.391069,126.652089
2820010100,인천광역시,남동구,구월동,37.449332,126.713525
2820010200,인천광역시,남동구,간석동,37.458675,126.705351
2820010300,인천광역시,남동구,만수동,37.448885,126.732119
2820010400,인천광역시,남동구,장수동,37.457123,126.75304
2820010500,인천광역시,남동구,서창동,37.432837,126.750535
2820010600,인천광역시,남동구,운연동,37.438125,126.763421
2820010700,인천광역시,남동구,남촌동,37.429231,126.71465
2820010800,인천광역시,남동구,수산동,37.43607,126.729507
2820010900,인천광역시,남동구,도림동,37.417704,126.728001
2820011000,인천광역시,남동구,논현동,37.405983,126.72915
2820011100,인천광역시,남동구,고잔동,37.394856,126.696305
2823710100,인천광역시,부평구,부평동,37.491035,126.72309
2823710200,인천광역시,부평구,십정동,37.476076,126.69991
2823710300,인천광역시,부평구,산곡동,37.497872,126.703817
2823710400,인천광역시,부평구,청천동,37.517475,126.709948
2823710500,인천광역시,부평구,삼산동,37.517102,126.740015
2823710600,인천광역시,부평구,갈산동,37.517603,126.727295
2823710700,인천광역시,부평구,부개동,37.484842,126.736902
2823710800,인천광역시,부평구,일신동,37.484591,126.746966
2823710900,인천광역시,부평구,구산동,37.47079,126.751878
2824510100,인천광역시,계양구,효성동,37.532408,126.712126
2824510200,인천광역시,계양구,계산동,37.54286,126.72451
2824510300,인천광역시,계양구,작전동,37.530799,126.729885
2824510400,인천광역시,계양구,서운동,37.530221,126.752292
2824510500,인천광역시,계양구,임학동,37.548379,126.732949
2824510600,인천광역시,계양구,용종동,37.540675,126.741676
2824510700,인천광역시,계양구,병방동,37.548221,126.747819
2824510800,인천광역시,계양구,방축동,37.555346,126.734758
2824510900,인천광역시,계양구,박촌동,37.558105,126.74387
2824511000,인천광역시,계양구,동양동,37.55897,126.761079
2824511100,인천광역시,계양구,귤현동,37.567879,126.741944
2824511200,인천광역시,계양구,상야동,37.573354,126.771846
2824511300,인천광역시,계양구,하야동,37.579994,126.786394
2824511400,인천광역시,계양구,평동,37.582422,126.773992
2824511500,인천광역시,계양구,노오지동,37.583257,126.758864
2824511600,인천광역시,계양구,선주지동,37.578127,126.747818
2824511700,인천광역시,계양구,이화동,37.587487,126.739748
2824511800,인천광역시,계양구,오류동,37.585188,126.727076
2824511900,인천광역시,계양구,갈현동,37.577316,126.72388
2824512000,인천광역시,계양구,둑실동,37.574681,126.704315
2824512100,인천광역시,계양구,목상동,37.569557,126.711865
2824512200,인천광역시,계양구,다남동,37.564429,126.722615
2824512300,인천광역시,계양구,장기동,37.576361,126.736458
2826010100,인천광역시,서구,백석동,37.578447,126.672625
2826010200,인천광역시,서구,시천동,37.570919,126.69181
2826010300,인천광역시,서구,검암동,37.564285,126.673411
2826010500,인천광역시,서구,공촌동,37.549839,126.699864
2826010700,인천광역시,서구,심곡동,37.540617,126.683562
2826010800,인천광역시,서구,가정동,37.523228,126.674522
2826010900,인천광역시,서구,신현동,37.518343,126.667308
2826011000,인천광역시,서구,석남동,37.51108,126.674801
2826011200,인천광역시,서구,가좌동,37.493978,126.673098
2826011300,인천광역시,서구,마전동,37.60572,126.667015
2826011400,인천광역시,서구,당하동,37.586092,126.701476
2826011500,인천광역시,서구,원당동,37.596716,126.710093
2826011700,인천광역시,서구,대곡동,37.623178,126.668509
2826011800,인천광역시,서구,금곡동,37.613763,126.640861
2826011900,인천광역시,서구,오류동,37.594747,126.619592
2826012000,인천광역시,서구,왕길동,37.591221,126.650666
2826012100,인천광역시,서구,불로동,37.61215,126.688288
2826012200,인천광역시,서구,청라동,37.539464,126.62224
2871025000,인천광역시,강화군,강화읍,37.748347,126.483733
2871031000,인천광역시,강화군,선원면,37.713359,126.484815
2871032000,인천광역시,강화군,불은면,37.686584,126.480343
2871033000,인천광역시,강화군,길상면,37.640656,126.490997
2871034000,인천광역시,강화군,화도면,37.631674,126.419836
2871035000,인천광역시,강화군,양도면,37.662866,126.422101
2871036000,인천광역시,강화군,내가면,37.719382,126.389827
2871037000,인천광역시,강화군,하점면,37.774934,126.411636
2871038000,인천광역시,강화군,양사면,37.798422,126.408561
2871039000,인천광역시,강화군,송해면,37.764816,126.463259
2871040000,인천광역시,강화군,교동면,37.784528,126.283014
2871041000,인천광역시,강화군,삼산면,37.703476,126.320913
2871042000,인천광역시,강화군,서도면,37.650419,126.23932
2872031000,인천광역시,옹진군,북도면,37.532997,126.429091
2872033000,인천광역시,옹진군,백령면,37.974361,124.71871
2872034000,인천광역시,옹진군,대청면,37.825253,124.712308
2872035000,인천광역시,옹진군,덕적면,37.227633,126.144705
2872036000,인천광역시,옹진군,영흥면,37.25598,126.483406
2872037000,인천광역시,옹진군,자월면,37.254623,126.307202
2872038000,인천광역시,옹진군,연평면,37.665191,125.702047
2911010100,광주광역시,동구,대인동,35.153711,126.915791
2911010200,광주광역시,동구,금남로5가,35.152959,126.912105
2911010300,광주광역시,동구,충장로5가,35.15135,126.911255
2911010400,광주광역시,동구,수기동,35.149604,126.910572
2911010500,광주광역시,동구,대의동,35.149117,126.920541
2911010600,광주광역시,동구,궁동,35.15081,126.918327
2911010700,광주광역시,동구,장동,35.149011,126.923632
2911010800,광주광역시,동구,동명동,35.151197,126.925153
2911010900,광주광역시,동구,계림동,35.158538,126.919571
2911011000,광주광역시,동구,산수동,35.157333,126.93071
2911011100,광주광역시,동구,지산동,35.149006,126.932679
2911011200,광주광역시,동구,남동,35.14434,126.920147
2911011300,광주광역시,동구,광산동,35.146499,126.919512
2911011400,광주광역시,동구,금동,35.143509,126.917514
2911011500,광주광역시,동구,호남동,35.147803,126.912382
2911011600,광주광역시,동구,불로동,35.145483,126.914856
2911011700,광주광역시,동구,황금동,35.14676,126.916312
2911011800,광주광역시,동구,서석동,35.141499,126.931715
2911011900,광주광역시,동구,소태동,35.113816,126.946183
2911012000,광주광역시,동구,용연동,35.10307,126.972075
2911012100,광주광역시,동구,운림동,35.125945,126.967933
2911012200,광주광역시,동구,학동,35.13442,126.924185
2911012300,광주광역시,동구,월남동,35.101745,126.947389
2911012400,광주광역시,동구,선교동,35.083323,126.951554
2911012500,광주광역시,동구,내남동,35.088716,126.934632
2911012600,광주광역시,동구,용산동,35.115463,126.924339
2911012700,광주광역시,동구,충장로1가,35.147122,126.917835
2911012800,광주광역시,동구,충장로2가,35.148029,126.91653
2911012900,광주광역시,동구,충장로3가,35.148865,126.915173
2911013000,광주광역시,동구,충장로4가,35.149527,126.913487
2911013100,광주광역시,동구,금남로1가,35.147674,126.919002
2911013200,광주광역시,동구,금남로2가,35.148863,126.917333
2911013300,광주광역시,동구,금남로3가,35.1498,126.916397
2911013400,광주광역시,동구,금남로4가,35.151068,126.915355
2914010400,광주광역시,서구,양동,35.1548,126.900965
2914010600,광주광역시,서구,농성동,35.156722,126.889693
2914011500,광주광역시,서구,광천동,35.164332,126.880318
2914011600,광주광역시,서구,유촌동,35.165319,126.850931
2914011700,광주광역시,서구,덕흥동,35.165013,126.837233
2914011800,광주광역시,서구,쌍촌동,35.149482,126.863865
2914011900,광주광역시,서구,화정동,35.142383,126.87744
2914012000,광주광역시,서구,치평동,35.149911,126.843338
2914012100,광주광역시,서구,내방동,35.160802,126.872956
2914012500,광주광역시,서구,서창동,35.113089,126.815603
2914012600,광주광역시,서구,세하동,35.118309,126.832288
2914012700,광주광역시,서구,용두동,35.101254,126.814415
2914012800,광주광역시,서구,풍암동,35.12475,126.878669
2914012900,광주광역시,서구,벽진동,35.132277,126.830021
2914013000,광주광역시,서구,금호동,35.135193,126.8572
2914013100,광주광역시,서구,마륵동,35.141944,126.846637
2914013200,광주광역시,서구,매월동,35.115622,126.853742
2914013300,광주광역시,서구,동천동,35.170845,126.864739
2915510100,광주광역시,남구,사동,35.143505,126.91262
2915510200,광주광역시,남구,구동,35.147134,126.909631
2915510300,광주광역시,남구,서동,35.144654,126.90578
2915510400,광주광역시,남구,월산동,35.147532,126.902616
2915510500,광주광역시,남구,백운동,35.138321,126.903904
2915510600,광주광역시,남구,주월동,35.130401,126.892094
2915510700,광주광역시,남구,노대동,35.100985,126.910195
2915510800,광주광역시,남구,진월동,35.115276,126.900052
2915510900,광주광역시,남구,덕남동,35.090065,126.902618
2915511000,광주광역시,남구,행암동,35.100319,126.890116
2915511100,광주광역시,남구,임암동,35.104894,126.868502
2915511200,광주광역시,남구,송하동,35.109126,126.881219
2915511300,광주광역시,남구,양림동,35.140541,126.916441
2915511400,광주광역시,남구,방림동,35.13437,126.918282
2915511500,광주광역시,남구,봉선동,35.130561,126.911089
2915511600,광주광역시,남구,구소동,35.055645,126.807524
2915511700,광주광역시,남구,양촌동,35.066105,126.788073
2915511800,광주광역시,남구,도금동,35.075318,126.84388
2915511900,광주광역시,남구,승촌동,35.057936,126.773041
2915512000,광주광역시,남구,지석동,35.081595,126.832802
2915512100,광주광역시,남구,압촌동,35.09422,126.837185
2915512200,광주광역시,남구,화장동,35.07772,126.797473
2915512300,광주광역시,남구,칠석동,35.06921,126.832292
2915512400,광주광역시,남구,석정동,35.088169,126.816243
2915512500,광주광역시,남구,신장동,35.059696,126.81785
2915512600,광주광역시,남구,양과동,35.085713,126.874696
2915512700,광주광역시,남구,이장동,35.086396,126.856821
2915512800,광주광역시,남구,대지동,35.069461,126.819078
2915512900,광주광역시,남구,원산동,35.098212,126.848956
2915513000,광주광역시,남구,월성동,35.066411,126.809758
2917010100,광주광역시,북구,중흥동,35.161645,126.913944
2917010200,광주광역시,북구,유동,35.159623,126.904283
2917010300,광주광역시,북구,누문동,35.153676,126.906836
2917010400,광주광역시,북구,북동,35.156169,126.909634
2917010500,광주광역시,북구,임동,35.165827,126.894247
2917010600,광주광역시,북구,신안동,35.16746,126.898781
2917010700,광주광역시,북구,용봉동,35.180434,126.901189
2917010800,광주광역시,북구,동림동,35.187042,126.866613
2917010900,광주광역시,북구,운암동,35.174854,126.874419
2917011000,광주광역시,북구,우산동,35.17031,126.920934
2917011100,광주광역시,북구,풍향동,35.164514,126.923183
2917011200,광주광역시,북구,문흥동,35.186824,126.921629
2917011300,광주광역시,북구,각화동,35.184523,126.939782
2917011400,광주광역시,북구,두암동,35.171036,126.928937
2917011500,광주광역시,북구,오치동,35.189186,126.907911
2917011600,광주광역시,북구,삼각동,35.199253,126.899523
2917011700,광주광역시,북구,매곡동,35.189617,126.892065
2917011800,광주광역시,북구,충효동,35.176952,127.007241
2917011900,광주광역시,북구,덕의동,35.178732,126.982786
2917012000,광주광역시,북구,금곡동,35.150503,126.995228
2917012100,광주광역시,북구,망월동,35.199303,126.951683
2917012200,광주광역시,북구,청풍동,35.1694,126.963073
2917012300,광주광역시,북구,화암동,35.149284,126.968363
2917012400,광주광역시,북구,장등동,35.210422,126.929646
2917012500,광주광역시,북구,운정동,35.2264,126.940384
2917012600,광주광역시,북구,본촌동,35.221303,126.882656
2917012700,광주광역시,북구,일곡동,35.206037,126.897275
2917012800,광주광역시,북구,양산동,35.209168,126.879717
2917012900,광주광역시,북구,연제동,35.201516,126.864512
2917013000,광주광역시,북구,신용동,35.214129,126.865647
2917013100,광주광역시,북구,용두동,35.223564,126.872516
2917013200,광주광역시,북구,지야동,35.23423,126.884254
2917013300,광주광역시,북구,태령동,35.246793,126.929131
2917013400,광주광역시,북구,수곡동,35.237833,126.927447
2917013500,광주광역시,북구,효령동,35.239093,126.914055
2917013600,광주광역시,북구,용전동,35.242301,126.889802
2917013700,광주광역시,북구,용강동,35.250686,126.901614
2917013800,광주광역시,북구,생용동,35.227333,126.904827
2917013900,광주광역시,북구,월출동,35.238471,126.86478
2917014000,광주광역시,북구,대촌동,35.227363,126.86113
2917014100,광주광역시,북구,오룡동,35.22997,126.846295
2920010100,광주광역시,광산구,송정동,35.14072,126.798871
2920010200,광주광역시,광산구,도산동,35.12947,126.791648
2920010300,광주광역시,광산구,도호동,35.123156,126.80651
2920010400,광주광역시,광산구,신촌동,35.140839,126.812468
2920010500,광주광역시,광산구,서봉동,35.155685,126.751676
2920010600,광주광역시,광산구,운수동,35.168308,126.771892
2920010700,광주광역시,광산구,선암동,35.14677,126.774507
2920010800,광주광역시,광산구,소촌동,35.152701,126.794368
2920010900,광주광역시,광산구,우산동,35.160217,126.807055
2920011000,광주광역시,광산구,황룡동,35.117022,126.788709
2920011100,광주광역시,광산구,박호동,35.170594,126.750291
2920011200,광주광역시,광산구,비아동,35.222022,126.824316
2920011300,광주광역시,광산구,도천동,35.213626,126.819813
2920011400,광주광역시,광산구,수완동,35.197039,126.825613
2920011500,광주광역시,광산구,월계동,35.214633,126.836013
2920011600,광주광역시,광산구,쌍암동,35.218939,126.848205
2920011700,광주광역시,광산구,산월동,35.20386,126.849784
2920011800,광주광역시,광산구,신창동,35.195639,126.840703
2920011900,광주광역시,광산구,신가동,35.181596,126.827644
2920012000,광주광역시,광산구,운남동,35.173266,126.821896
2920012100,광주광역시,광산구,안청동,35.21435,126.803109
2920012200,광주광역시,광산구,진곡동,35.210964,126.789881
2920012300,광주광역시,광산구,장덕동,35.193799,126.814455
2920012400,광주광역시,광산구,흑석동,35.182722,126.809026
2920012500,광주광역시,광산구,하남동,35.179527,126.799913
2920012600,광주광역시,광산구,장수동,35.184216,126.786195
2920012700,광주광역시,광산구,산정동,35.170609,126.794749
2920012800,광주광역시,광산구,월곡동,35.168377,126.812199
2920012900,광주광역시,광산구,등임동,35.183081,126.763494
2920013000,광주광역시,광산구,산막동,35.203728,126.761141
2920013100,광주광역시,광산구,고룡동,35.209974,126.77496
2920013200,광주광역시,광산구,신룡동,35.2215,126.774643
2920013300,광주광역시,광산구,두정동,35.224605,126.76166
2920013400,광주광역시,광산구,임곡동,35.219616,126.744786
2920013500,광주광역시,광산구,광산동,35.234762,126.744602
2920013600,광주광역시,광산구,오산동,35.234781,126.729789
2920013700,광주광역시,광산구,사호동,35.215532,126.730143
2920013800,광주광역시,광산구,하산동,35.095714,126.763518
2920013900,광주광역시,광산구,유계동,35.094639,126.782165
2920014000,광주광역시,광산구,본덕동,35.083949,126.786273
2920014100,광주광역시,광산구,용봉동,35.075942,126.774759
2920014200,광주광역시,광산구,요기동,35.103819,126.759568
2920014300,광주광역시,광산구,복룡동,35.105748,126.778898
2920014400,광주광역시,광산구,송대동,35.105533,126.795627
2920014500,광주광역시,광산구,옥동,35.123487,126.760046
2920014600,광주광역시,광산구,월전동,35.120541,126.774886
2920014700,광주광역시,광산구,장록동,35.135037,126.771853
2920014800,광주광역시,광산구,송촌동,35.139587,126.779829
2920014900,광주광역시,광산구,지죽동,35.14499,126.758284
2920015000,광주광역시,광산구,용동,35.132137,126.754578
2920015100,광주광역시,광산구,용곡동,35.125066,126.743664
2920015200,광주광역시,광산구,지정동,35.136142,126.717975
2920015300,광주광역시,광산구,명화동,35.124989,126.72511
2920015400,광주광역시,광산구,동산동,35.115893,126.723977
2920015500,광주광역시,광산구,연산동,35.114491,126.750529
2920015600,광주광역시,광산구,도덕동,35.149563,126.70659
2920015700,광주광역시,광산구,송산동,35.164751,126.717995
2920015800,광주광역시,광산구,지평동,35.149705,126.733499
2920015900,광주광역시,광산구,오운동,35.145409,126.693274
2920016000,광주광역시,광산구,삼거동,35.164249,126.672985
2920016100,광주광역시,광산구,양동,35.153979,126.661863
2920016200,광주광역시,광산구,내산동,35.123417,126.659795
2920016300,광주광역시,광산구,대산동,35.138912,126.672406
2920016400,광주광역시,광산구,송학동,35.117022,126.677452
2920016500,광주광역시,광산구,신동,35.114543,126.687423
2920016600,광주광역시,광산구,삼도동,35.128017,126.691883
2920016700,광주광역시,광산구,남산동,35.176584,126.725871
2920016800,광주광역시,광산구,송치동,35.17901,126.738387
2920016900,광주광역시,광산구,산수동,35.182505,126.746237
2920017000,광주광역시,광산구,선동,35.201219,126.747004
2920017100,광주광역시,광산구,지산동,35.19115,126.733693
