번호,실거래정보코드,신고유형,거래원인,물건구분,계약일자,신고일자,지번주소,상세주소,단지명,동,호,토지면적(㎡),건물면적(㎡),거래금액(원),용도지역,지목,건물유형,지분여부,거래지분,매수자유형,매도자유형,매수자거주지,X좌표,Y좌표,지번코드,공부면적(㎡),용도지구,세부토지용도,이용상황,고저,형상,방위,가로조건,도로거리,지가(원/㎡),1년전지가(원/㎡),2년전지가(원/㎡),3년전지가(원/㎡),4년전지가(원/㎡)
687,"	20200620204121040009547",거래신고,매매,토지만 거래,2020-06-29,2020-06-30,경기도 광명시 철산동 473-9,,,,,33,0,"290,000,000",제2종일반주거지역,잡,,지분없음,0.0000/0.0000,국내법인,국내개인,서울특별시 구로구,187906,441499,"	4121010200104730009",33,시가지경관지구,,주상기타,평지,사다리형,지정되지않음,소로한면,지정되지않음,"3,410,000","2,559,000","2,373,000","2,284,000","2,243,000"
688,"	20201120204121040019190",거래신고,매매,토지만 거래,2020-11-20,2020-11-24,경기도 광명시 철산동 473-9,,,,,33,0,"357,000,000",제2종일반주거지역,잡,,지분없음,0.0000/0.0000,국내개인,국내법인,전라북도 전주시 완산구,187906,441499,"	4121010200104730009",33,시가지경관지구,,주상기타,평지,사다리형,지정되지않음,소로한면,지정되지않음,"3,410,000","2,559,000","2,373,000","2,284,000","2,243,000"
689,"	20200720204121040009811",거래신고,매매,토지만 거래,2020-06-30,2020-07-01,경기도 광명시 철산동 487-19,,,,,12,0,"80,000,000",제2종일반주거지역,도,,지분없음,0.0000/0.0000,국내개인,국내개인,제주특별자치도 서귀포시,188048,441402,"	4121010200104870019",12,시가지경관지구,,도로등,평지,사다리형,지정되지않음,세로한면(가),지정되지않음,"825,000","762,300","696,300","669,900","653,400"
690,"	20200720204121040010811",거래신고,매매,토지만 거래,2020-07-09,2020-07-10,경기도 광명시 철산동 487-19,,,,,12,0,"90,000,000",제2종일반주거지역,도,,지분없음,0.0000/0.0000,국내법인,국내개인,서울특별시 구로구,188048,441402,"	4121010200104870019",12,시가지경관지구,,도로등,평지,사다리형,지정되지않음,세로한면(가),지정되지않음,"825,000","762,300","696,300","669,900","653,400"
691,"	20200820204121040015021",거래신고,매매,토지만 거래,2020-08-13,2020-08-13,경기도 광명시 철산동 488-20,,,,,41,0,"148,800,000",제2종일반주거지역,도,,지분없음,0.0000/0.0000,국내개인,국내개인,제주특별자치도 서귀포시,187959,441360,"	4121010200104880020",41,시가지경관지구,,도로등,평지,세로장방,지정되지않음,세로한면(불),지정되지않음,"825,000","762,300","696,300","669,900","653,400"
692,"	20201120204121040018573",거래신고,매매,토지만 거래,2020-11-05,2020-11-05,경기도 광명시 철산동 496-6,,,,,2.35,0,"1,800,000",제2종일반주거지역,대,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,188078,441344,"	4121010200104960006",218,시가지경관지구,,도로등,평지,부정형,지정되지않음,세로한면(가),지정되지않음,"775,500","735,900","669,900","643,500","633,600"
693,"	20201120204121040018573",거래신고,매매,토지만 거래,2020-11-05,2020-11-05,경기도 광명시 철산동 496-7,,,,,0.5,0,"500,000",제2종일반주거지역,도,,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,188116,441345,"	4121010200104960007",4,시가지경관지구,,도로등,평지,사다리형,지정되지않음,세로한면(가),지정되지않음,"775,500","735,900","669,900","643,500","633,600"
694,"	20200620204121040009603",거래신고,매매,토지만 거래,2020-06-19,2020-06-30,경기도 광명시 철산동 517-1,,,,,10.65,0,"91,979,911",제2종일반주거지역,대,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,188121,441277,"	4121010200105170001",767,시가지경관지구,단독,주거기타,평지,부정형,남향,세로한면(가),지정되지않음,"2,302,000","2,187,000","1,971,000","1,893,000","1,864,000"
695,"	20200620204121040009603",거래신고,매매,토지만 거래,2020-06-19,2020-06-30,경기도 광명시 철산동 518-1,,,,,5.79,0,"50,007,333",제2종일반주거지역,대,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,188136,441271,"	4121010200105180001",417,시가지경관지구,단독,주거기타,평지,부정형,남향,세로한면(가),지정되지않음,"2,302,000","2,187,000","1,971,000","1,893,000","1,864,000"
696,"	20200620204121040009603",거래신고,매매,토지만 거래,2020-06-19,2020-06-30,경기도 광명시 철산동 518-2,,,,,4.49,0,"38,734,697",제2종일반주거지역,대,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,188129,441271,"	4121010200105180002",323,시가지경관지구,단독,주거기타,평지,부정형,남향,세로한면(가),지정되지않음,"2,302,000","2,187,000","1,971,000","1,893,000","1,864,000"
697,"	20200220204121040002363",거래신고,매매,토지만 거래,2020-02-04,2020-02-24,경기도 광명시 철산동 519-35,,,,,5,0,"3,679,500",제2종일반주거지역,도,,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 의왕시,188123,441313,"	4121010200105190035",5,시가지경관지구,,도로등,평지,삼각형,지정되지않음,세로한면(불),지정되지않음,"775,500","735,900","669,900","643,500","633,600"
698,"	20200220204121040002363",거래신고,매매,토지만 거래,2020-02-04,2020-02-24,경기도 광명시 철산동 519-36,,,,,25,0,"18,397,500",제2종일반주거지역,도,,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 의왕시,188133,441301,"	4121010200105190036",25,시가지경관지구,,도로등,평지,부정형,지정되지않음,세로한면(불),지정되지않음,"775,500","735,900","669,900","643,500","633,600"
699,"	20190620194121040004608",거래신고,매매,토지만 거래,2019-06-12,2019-06-19,경기도 광명시 철산동 575-33,,,,,21,0,"70,088,000",제1종일반주거지역,학,,지분없음,0.0000/0.0000,,국내법인,경기도 수원시 장안구,188057,441323,"	4121010200105750033",21,,광덕초등학교,주거기타,평지,부정형,서향,소로한면,지정되지않음,"2,660,000","2,254,000",0,0,0
700,"	20190620194121040004608",거래신고,매매,토지만 거래,2019-06-12,2019-06-19,경기도 광명시 철산동 575-34,,,,,52,0,"172,510,000",제1종일반주거지역,학,,지분없음,0.0000/0.0000,,국내법인,경기도 수원시 장안구,188059,441311,"	4121010200105750034",52,,광덕초등학교,주거기타,평지,부정형,서향,소로한면,지정되지않음,"2,660,000","2,254,000",0,0,0
701,"	20190620194121040004608",거래신고,매매,토지만 거래,2019-06-12,2019-06-19,경기도 광명시 철산동 575-35,,,,,12,0,"39,810,000",제1종일반주거지역,대,,지분없음,0.0000/0.0000,,국내법인,경기도 수원시 장안구,188026,441293,"	4121010200105750035",12,,광덕초등학교,주거기타,평지,부정형,서향,소로한면,지정되지않음,"2,660,000","2,254,000",0,0,0
702,"	20190720194121040005527",거래신고,매매,토지만 거래,2019-06-30,2019-07-15,경기도 광명시 하안동 38,,,,,13.68,0,"145,008,000",일반상업지역,대,나지,지분없음,0.0000/0.0000,국내법인,국내개인,서울특별시 서초구,189264,439902,"	4121010300100380000","3,967.60",,,상업용,평지,가로장방,지정되지않음,중로각지,지정되지않음,"6,519,000","6,195,000","6,016,000","5,911,000","5,785,000"
703,"	20200620204121040008743",거래신고,매매,토지만 거래,2020-06-15,2020-06-23,경기도 광명시 하안동 238-1,,,,,588.6,0,"100,000,000",개발제한구역,임,,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,189000,439392,"	4121010300102380001",588.6,,,토지임야,완경사,세로장방,남동향,세로한면(불),지정되지않음,"165,900","165,900","155,400","151,400","148,000"
704,"	20200620204121040008743",거래신고,매매,토지만 거래,2020-06-15,2020-06-23,경기도 광명시 하안동 238-4,,,,,151,0,"130,000,000",제1종일반주거지역,임,,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,189035,439376,"	4121010300102380004",151,,,주거나지,완경사,가로장방,남동향,세로한면(가),지정되지않음,"974,400","840,000","720,500","715,600","701,400"
705,"	20200320204121040003678",거래신고,매매,토지만 거래,2020-02-21,2020-03-11,경기도 광명시 하안동 238-26,,,,,35.4,0,"60,000,000",제1종일반주거지역,임,,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,189042,439376,"	4121010300102380026",35.4,,주거나지,주거나지,완경사,부정형,남동향,세로한면(가),지정되지않음,"888,500","766,000",0,0,0
706,"	20200920204121040016852",거래신고,매매,토지만 거래,2020-07-17,2020-09-11,경기도 광명시 하안동 242-3,,,,,330,0,"753,414,140",제1종일반주거지역,전,,지분없음,0.0000/0.0000,국내개인,국내개인,서울특별시 중구,189128,439425,"	4121010300102420003",330,,마당,주거나지,평지,세로장방,북서향,세로한면(가),지정되지않음,"1,190,000","1,026,000","879,800","873,400","856,000"
707,"	20200920204121040017015",거래신고,매매,토지만 거래,2020-07-17,2020-09-16,경기도 광명시 하안동 242-3,,,,,330,0,"821,007,670",제1종일반주거지역,전,,지분없음,0.0000/0.0000,국내개인,국내개인,서울특별시 중구,189128,439425,"	4121010300102420003",330,,마당,주거나지,평지,세로장방,북서향,세로한면(가),지정되지않음,"1,190,000","1,026,000","879,800","873,400","856,000"
708,"	20200120204121040001131",거래신고,매매,토지만 거래,2020-01-09,2020-01-22,경기도 광명시 하안동 303,,,,,"1,654.60",0,"12,503,778,490",일반상업지역,대,나지,지분없음,0.0000/0.0000,국내법인,국내개인,경기도 용인시 수지구,188900,439672,"	4121010300103030000","2,645.60",,,상업용,평지,가로장방,지정되지않음,중로각지,지정되지않음,"3,340,000","3,180,000","2,900,000","2,860,000","2,860,000"
709,"	20200320204121040003141",거래신고,매매,토지만 거래,2020-01-09,2020-03-02,경기도 광명시 하안동 303,,,,,"1,654.60",0,"12,503,778,490",일반상업지역,대,나지,지분없음,0.0000/0.0000,국내법인,국내개인,경기도 용인시 수지구,188900,439672,"	4121010300103030000","2,645.60",,,상업용,평지,가로장방,지정되지않음,중로각지,지정되지않음,"3,340,000","3,180,000","2,900,000","2,860,000","2,860,000"
710,"	20200320204121040003141",거래신고,매매,토지만 거래,2020-01-09,2020-03-02,경기도 광명시 하안동 303-4,,,,,"1,653.60",0,"12,496,221,510",일반상업지역,대,나지,지분없음,0.0000/0.0000,국내법인,국내개인,경기도 용인시 수지구,188929,439636,"	4121010300103030004","1,653.60",,,상업용,평지,가로장방,지정되지않음,중로각지,지정되지않음,"3,340,000","3,180,000","2,900,000","2,860,000","2,860,000"
711,"	20200120204121040001131",거래신고,매매,토지만 거래,2020-01-09,2020-01-22,경기도 광명시 하안동 303-4,,,,,"1,653.60",0,"12,496,221,510",일반상업지역,대,나지,지분없음,0.0000/0.0000,국내법인,국내개인,경기도 용인시 수지구,188930,439638,"	4121010300103030004","1,653.60",,,상업용,평지,가로장방,지정되지않음,중로각지,지정되지않음,"3,340,000","3,180,000","2,900,000","2,860,000","2,860,000"
712,"	20200320204121040004547",거래신고,매매,토지만 거래,2020-02-28,2020-03-26,경기도 광명시 하안동 304,,,,,"2,232.80",0,"18,236,340,000",일반상업지역,대,나지,지분없음,0.0000/0.0000,국내법인,국내개인,서울특별시 영등포구,188818,439618,"	4121010300103040000","2,232.80",,,상업용,평지,부정형,지정되지않음,소로각지,지정되지않음,"3,026,000","2,861,000","2,599,000","2,541,000","2,541,000"
713,"	20200320204121040004549",거래신고,매매,토지만 거래,2020-02-28,2020-03-26,경기도 광명시 하안동 304-1,,,,,"1,371.30",0,"14,103,880,000",일반상업지역,대,나지,지분없음,0.0000/0.0000,국내법인,국내개인,서울특별시 영등포구,188852,439644,"	4121010300103040001","1,371.30",,,상업용,평지,가로장방,지정되지않음,중로각지,지정되지않음,"3,340,000","3,180,000","2,900,000","2,860,000","2,860,000"
714,"	20201120204121040018804",거래신고,매매,토지만 거래,2020-02-28,2020-11-13,경기도 광명시 하안동 304-2,,,,,396.9,0,"3,163,680,000",일반상업지역,대,나지,지분없음,0.0000/0.0000,국내법인,국내개인,서울특별시 영등포구,188867,439622,"	4121010300103040002",396.9,,,상업용,평지,부정형,지정되지않음,중로각지,지정되지않음,"3,006,000","2,862,000","2,610,000","2,574,000","2,574,000"
715,"	20200320204121040004551",거래신고,매매,토지만 거래,2020-02-28,2020-03-26,경기도 광명시 하안동 304-2,,,,,396.3,0,"3,361,680,000",일반상업지역,대,나지,지분없음,0.0000/0.0000,국내법인,국내개인,서울특별시 영등포구,188867,439622,"	4121010300103040002",396.9,,,상업용,평지,부정형,지정되지않음,중로각지,지정되지않음,"3,006,000","2,862,000","2,610,000","2,574,000","2,574,000"
716,"	20201120204121040018805",거래신고,매매,토지만 거래,2020-02-28,2020-11-13,경기도 광명시 하안동 304-3,,,,,330.7,0,"2,603,000,000",일반상업지역,대,나지,지분없음,0.0000/0.0000,국내법인,국내개인,서울특별시 영등포구,188872,439614,"	4121010300103040003",330.7,,,상업용,평지,부정형,지정되지않음,중로각지,지정되지않음,"3,006,000","2,862,000","2,610,000","2,574,000","2,574,000"
717,"	20200320204121040004550",거래신고,매매,토지만 거래,2020-02-28,2020-03-26,경기도 광명시 하안동 304-3,,,,,330.7,0,"2,801,000,000",일반상업지역,대,나지,지분없음,0.0000/0.0000,국내법인,국내개인,서울특별시 영등포구,188872,439614,"	4121010300103040003",330.7,,,상업용,평지,부정형,지정되지않음,중로각지,지정되지않음,"3,006,000","2,862,000","2,610,000","2,574,000","2,574,000"
718,"	20200420204121040004896",거래신고,매매,토지만 거래,2020-04-03,2020-04-06,경기도 광명시 하안동 304-4,,,,,661.2,0,"6,400,000,000",일반상업지역,대,나지,지분없음,0.0000/0.0000,국내법인,국내개인,서울특별시 영등포구,188888,439606,"	4121010300103040004",661.2,,차고지,상업기타,평지,부정형,지정되지않음,중로각지,지정되지않음,"3,006,000","2,862,000","2,610,000","2,574,000","2,574,000"
719,"	20190620194121040004310",거래신고,매매,토지만 거래,2019-06-05,2019-06-12,경기도 광명시 하안동 364-18,,,,,"1,946",0,"300,000,000",자연녹지지역,대,,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,188103,438967,"	4121010300103640018","1,946",,,자연림,완경사,사다리형,북서향,광대로한면,지정되지않음,"89,000","87,000",0,0,0
720,"	20190620194121040004310",거래신고,매매,토지만 거래,2019-06-05,2019-06-12,경기도 광명시 하안동 364-19,,,,,"1,009",0,"150,000,000",자연녹지지역,대,,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,188133,438935,"	4121010300103640019","1,009",,,자연림,완경사,사다리형,북서향,맹지,지정되지않음,"64,900","63,500",0,0,0
721,"	20210120214121040000619",거래신고,매매,토지만 거래,2021-01-04,2021-01-18,경기도 광명시 하안동 437,,,,,308,0,"425,480,679",개발제한구역,전,,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,187355,438966,"	4121010300104370000",308,,,전기타,평지,부정형,지정되지않음,중로한면,지정되지않음,"575,600","559,900","552,300","539,900","534,100"
722,"	20210120214121040000619",거래신고,매매,토지만 거래,2021-01-04,2021-01-18,경기도 광명시 하안동 438,,,,,72,0,"101,519,321",개발제한구역,전,,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,187317,438974,"	4121010300104380000",72,,,전,평지,사다리형,지정되지않음,중로한면,지정되지않음,"587,500","559,900","552,300","539,900","534,100"
723,"	20190920194121040007348",거래신고,매매,토지만 거래,2019-08-13,2019-09-02,경기도 광명시 하안동 440-3,,,,,449,0,"670,000,000",개발제한구역,대,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,187324,438985,"	4121010300104400003",431,,,전기타,평지,부정형,지정되지않음,광대세각,지정되지않음,"1,158,000","1,105,000","1,019,000","990,300","848,000"
724,"	20200220204121040002084",거래신고,매매,토지만 거래,2020-02-14,2020-02-14,경기도 광명시 하안동 442-3,,,,,150,0,"180,000,000",개발제한구역,대,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 오산시,187386,438991,"	4121010300104420003",135,,,전기타,평지,삼각형,지정되지않음,광대세각,지정되지않음,"1,158,000","1,105,000","1,019,000","990,300","848,000"
725,"	20200620204121040006789",거래신고,매매,토지만 거래,2020-05-23,2020-06-01,경기도 광명시 하안동 449-7,,,,,670,0,"600,000,000",개발제한구역,전,,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,187551,439055,"	4121010300104490007",670,,,전,평지,사다리형,지정되지않음,세로한면(가),지정되지않음,"469,200","430,000","373,000","362,000","354,000"
726,"	20201120204121050005987",검인,매매,토지만 거래,2020-11-18,2020-11-18,경기도 광명시 하안동 449-15,,,,,191,0,"219,950,000",자연녹지지역,전,,지분없음,0.0000/0.0000,,국내개인,경기도 광명시,187556,439098,"	4121010300104490015",191,,,전,평지,부정형,지정되지않음,세로한면(가),지정되지않음,"391,000","365,500",0,0,0
727,"	20200720204121050002523",검인,매매,토지만 거래,2020-07-08,2020-07-08,경기도 광명시 하안동 449-16,,,,,7,0,"7,543,660",자연녹지지역,전,,지분없음,0.0000/0.0000,,국내개인,경기도 광명시,187570,439045,"	4121010300104490016",7,,,전,평지,사다리형,지정되지않음,세로한면(가),지정되지않음,"469,200","430,000",0,0,0
728,"	20200120204121050000390",검인,,토지만 거래,2020-01-29,2020-01-29,경기도 광명시 하안동 449-17,,,,,34,0,"34,646,000",제1종일반주거지역,전,,지분없음,0.0000/0.0000,,국내개인,경기도 광명시,187570,439084,"	4121010300104490017",34,,,전,평지,사다리형,지정되지않음,세로한면(불),지정되지않음,"366,600","336,200",0,0,0
729,"	20200120204121050000391",검인,,토지만 거래,2020-01-29,2020-01-29,경기도 광명시 하안동 449-18,,,,,119,0,"129,867,650",제1종일반주거지역,전,,지분없음,0.0000/0.0000,,국내개인,경기도 광명시,187566,439068,"	4121010300104490018",119,,,전,평지,부정형,지정되지않음,세로한면(불),지정되지않음,"423,200","395,600",0,0,0
730,"	20200120204121050000175",검인,,토지만 거래,2020-01-14,2020-01-14,경기도 광명시 하안동 452-22,,,,,33.67,0,"36,988,440",자연녹지지역,전,,지분있음,1.0000/3.0000,,국내개인,경기도 광명시,187505,439224,"	4121010300104520022",101,,,전,평지,사다리형,지정되지않음,세로한면(가),지정되지않음,"398,800","365,500",0,0,0
731,"	20200120204121050000179",검인,,토지만 거래,2020-01-14,2020-01-14,경기도 광명시 하안동 452-22,,,,,33.67,0,"36,988,440",자연녹지지역,전,,지분있음,1.0000/3.0000,,국내개인,경기도 광명시,187505,439224,"	4121010300104520022",101,,,전,평지,사다리형,지정되지않음,세로한면(가),지정되지않음,"398,800","365,500",0,0,0
732,"	20200120204121050000177",검인,,토지만 거래,2020-01-14,2020-01-14,경기도 광명시 하안동 452-22,,,,,33.67,0,"36,988,440",자연녹지지역,전,,지분있음,1.0000/3.0000,,국내개인,경기도 광명시,187505,439224,"	4121010300104520022",101,,,전,평지,사다리형,지정되지않음,세로한면(가),지정되지않음,"398,800","365,500",0,0,0
733,"	20200120204121050000235",검인,,토지만 거래,2020-01-16,2020-01-16,경기도 광명시 하안동 452-23,,,,,76,0,"90,824,660",제1종일반주거지역,전,,지분없음,0.0000/0.0000,,국내개인,경기도 광명시,187501,439205,"	4121010300104520023",76,,,전,평지,부정형,지정되지않음,세로한면(가),지정되지않음,"391,000","365,500",0,0,0
734,"	20200120204121050000106",검인,,토지만 거래,2020-01-09,2020-01-09,경기도 광명시 하안동 452-24,,,,,44.33,0,"50,422,540",자연녹지지역,전,,지분있음,1.0000/3.0000,,국내개인,경기도 광명시,187507,439181,"	4121010300104520024",133,,,전,평지,사다리형,지정되지않음,세로한면(가),지정되지않음,"398,800","365,500",0,0,0
735,"	20200120204121050000104",검인,,토지만 거래,2020-01-09,2020-01-09,경기도 광명시 하안동 452-24,,,,,44.33,0,"50,422,540",자연녹지지역,전,,지분있음,1.0000/3.0000,,국내개인,경기도 광명시,187507,439181,"	4121010300104520024",133,,,전,평지,사다리형,지정되지않음,세로한면(가),지정되지않음,"398,800","365,500",0,0,0
736,"	20200120204121050000102",검인,,토지만 거래,2020-01-09,2020-01-09,경기도 광명시 하안동 452-24,,,,,44.33,0,"50,422,540",자연녹지지역,전,,지분있음,1.0000/3.0000,,국내개인,경기도 광명시,187507,439181,"	4121010300104520024",133,,,전,평지,사다리형,지정되지않음,세로한면(가),지정되지않음,"398,800","365,500",0,0,0
737,"	20200120204121050000236",검인,,토지만 거래,2020-01-16,2020-01-16,경기도 광명시 하안동 452-25,,,,,14,0,"15,768,660",자연녹지지역,전,,지분없음,0.0000/0.0000,,국내개인,경기도 광명시,187499,439199,"	4121010300104520025",14,,,전,평지,부정형,지정되지않음,세로한면(가),지정되지않음,"391,000","365,500",0,0,0
738,"	20200120204121050000107",검인,,토지만 거래,2020-01-09,2020-01-09,경기도 광명시 하안동 452-26,,,,,2,0,"2,252,660",자연녹지지역,전,,지분있음,1.0000/3.0000,,국내개인,경기도 광명시,187500,439192,"	4121010300104520026",6,,,전,평지,부정형,지정되지않음,세로한면(가),지정되지않음,"391,000","365,500",0,0,0
739,"	20200120204121050000103",검인,,토지만 거래,2020-01-09,2020-01-09,경기도 광명시 하안동 452-26,,,,,2,0,"2,252,660",자연녹지지역,전,,지분있음,1.0000/3.0000,,국내개인,경기도 광명시,187500,439192,"	4121010300104520026",6,,,전,평지,부정형,지정되지않음,세로한면(가),지정되지않음,"391,000","365,500",0,0,0
740,"	20200120204121050000105",검인,,토지만 거래,2020-01-09,2020-01-09,경기도 광명시 하안동 452-26,,,,,2,0,"2,252,660",자연녹지지역,전,,지분있음,1.0000/3.0000,,국내개인,경기도 광명시,187500,439192,"	4121010300104520026",6,,,전,평지,부정형,지정되지않음,세로한면(가),지정되지않음,"391,000","365,500",0,0,0
741,"	20200120204121050000174",검인,,토지만 거래,2020-01-14,2020-01-14,경기도 광명시 하안동 453-5,,,,,58,0,"64,128,770",자연녹지지역,전,,지분있음,1.0000/3.0000,,국내개인,경기도 광명시,187513,439247,"	4121010300104530005",174,,,전,평지,부정형,지정되지않음,세로한면(가),지정되지않음,"379,900","365,500",0,0,0
742,"	20200120204121050000178",검인,,토지만 거래,2020-01-14,2020-01-14,경기도 광명시 하안동 453-5,,,,,58,0,"64,128,770",자연녹지지역,전,,지분있음,1.0000/3.0000,,국내개인,경기도 광명시,187513,439247,"	4121010300104530005",174,,,전,평지,부정형,지정되지않음,세로한면(가),지정되지않음,"379,900","365,500",0,0,0
743,"	20200120204121050000176",검인,,토지만 거래,2020-01-14,2020-01-14,경기도 광명시 하안동 453-5,,,,,58,0,"64,128,770",자연녹지지역,전,,지분있음,1.0000/3.0000,,국내개인,경기도 광명시,187513,439247,"	4121010300104530005",174,,,전,평지,부정형,지정되지않음,세로한면(가),지정되지않음,"379,900","365,500",0,0,0
744,"	20200220204121050000540",검인,,토지만 거래,2020-02-04,2020-02-04,경기도 광명시 하안동 463-2,,,,,14,0,"10,695,330",자연녹지지역,답,,지분없음,0.0000/0.0000,,국내개인,경기도 광명시,187545,439346,"	4121010300104630002",14,,,전기타,평지,삼각형,지정되지않음,세로한면(가),지정되지않음,"447,000","430,000","122,700","118,100","115,500"
745,"	20200220204121050000539",검인,,토지만 거래,2020-02-04,2020-02-04,경기도 광명시 하안동 463-12,,,,,38,0,"13,439,330",자연녹지지역,답,,지분없음,0.0000/0.0000,,국내개인,경기도 광명시,187545,439343,"	4121010300104630012",38,,,도로등,평지,부정형,지정되지않음,세로한면(가),지정되지않음,"147,500","141,900",0,0,0
746,"	20201120204121050006165",검인,매매,토지만 거래,2020-11-27,2020-11-27,경기도 광명시 하안동 463-13,,,,,8,0,"2,856,000",자연녹지지역,전,,지분없음,0.0000/0.0000,,국내개인,경기도 광명시,187555,439364,"	4121010300104630013",8,,,도로등,평지,부정형,지정되지않음,세로한면(가),지정되지않음,"147,500","141,900",0,0,0
747,"	20201120204121050006166",검인,매매,토지만 거래,2020-11-27,2020-11-27,경기도 광명시 하안동 463-14,,,,,8,0,"2,856,000",자연녹지지역,전,,지분없음,0.0000/0.0000,,국내개인,경기도 광명시,187556,439368,"	4121010300104630014",8,,,전기타,평지,부정형,지정되지않음,세로한면(가),지정되지않음,"379,900","365,500",0,0,0
748,"	20201120204121050006034",검인,매매,토지만 거래,2020-11-23,2020-11-23,경기도 광명시 하안동 468-12,,,,,23,0,"8,211,000",자연녹지지역,전,,지분없음,0.0000/0.0000,,국내개인,경기도 광명시,187574,439388,"	4121010300104680012",23,,하이샤시조립공장,전기타,평지,부정형,지정되지않음,세로한면(가),지정되지않음,"681,200","649,800",0,0,0
749,"	20201120204121050006033",검인,매매,토지만 거래,2020-11-23,2020-11-23,경기도 광명시 하안동 468-13,,,,,12,0,"4,284,000",자연녹지지역,전,,지분없음,0.0000/0.0000,,국내개인,경기도 광명시,187566,439381,"	4121010300104680013",12,,하이샤시조립공장,전기타,평지,부정형,지정되지않음,세로한면(가),지정되지않음,"681,200","649,800",0,0,0
750,"	20200120204121050000354",검인,,토지만 거래,2020-01-28,2020-01-28,경기도 광명시 하안동 473-1,,,,,21,0,"22,703,320",자연녹지지역,전,,지분없음,0.0000/0.0000,,국내개인,경기도 광명시,187540,439305,"	4121010300104730001",21,,,전,완경사,부정형,지정되지않음,세로한면(불),지정되지않음,"296,800","285,500",0,0,0
751,"	20200420204121040005297",거래신고,매매,토지만 거래,2020-04-16,2020-04-17,경기도 광명시 하안동 504,,,,,"3,392",0,"1,850,000,000",개발제한구역,전,,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,188064,439200,"	4121010300105040000","3,392",,,전,평지,사다리형,지정되지않음,세로한면(가),지정되지않음,"469,200","430,000","373,000","362,000","354,000"
752,"	20200620204121040008682",거래신고,매매,토지만 거래,2020-06-13,2020-06-22,경기도 광명시 하안동 542-2,,,,,"2,000",0,"900,000,000",개발제한구역,전,,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,187802,439650,"	4121010300105420002","2,000",,,답,완경사,부정형,지정되지않음,세로한면(불),지정되지않음,"297,100","277,600","239,900","231,400","226,000"
753,"	20210120214121040000491",거래신고,매매,토지만 거래,2020-12-31,2021-01-14,경기도 광명시 하안동 819-3,,,,,92,0,"35,512,000",자연녹지지역,공,,지분없음,0.0000/0.0000,,,경기도 광명시,188514,440262,"	4121010300108190003",92,,,공원등,평지,부정형,지정되지않음,맹지,지정되지않음,"194,000","210,200","202,400","199,400","197,100"
754,"	20210120214121040000678",거래신고,매매,토지만 거래,2020-12-31,2021-01-19,경기도 광명시 하안동 819-3,,,,,92,0,"35,512,000",자연녹지지역,공,,지분없음,0.0000/0.0000,,,경기도 광명시,188514,440262,"	4121010300108190003",92,,,공원등,평지,부정형,지정되지않음,맹지,지정되지않음,"194,000","210,200","202,400","199,400","197,100"
755,"	20200620204121040009188",거래신고,매매,토지만 거래,2020-06-01,2020-06-26,경기도 광명시 하안동 843-1,,,,,696,0,"85,608,000",개발제한구역,구,,지분없음,0.0000/0.0000,,국내법인,경기도 광명시,187477,438807,"	4121010300108430001",696,,,도로등,완경사,부정형,지정되지않음,소로한면,지정되지않음,"202,900","194,700",0,0,0
756,"	20190820194121040006525",거래신고,매매,토지만 거래,2019-06-18,2019-08-09,경기도 광명시 하안동 866-4,,,,,311.3,0,"894,532,061",제1종일반주거지역,대,나지,지분없음,0.0000/0.0000,국내개인,국내개인,서울특별시 양천구,187562,439192,"	4121010300108660004",311.3,,,단독,평지,정방형,남서향,소로한면,지정되지않음,"1,871,000","1,791,000","1,680,000","1,630,000","1,610,000"
757,"	20200820204121040014197",거래신고,매매,토지만 거래,2020-07-30,2020-08-05,경기도 광명시 하안동 873-1,,,,,335,0,"909,000,000",제1종일반주거지역,대,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,187579,439039,"	4121010300108730001",335,,,주거나지,평지,사다리형,동향,소로각지,지정되지않음,"1,898,000","1,828,000","1,698,000","1,648,000","1,628,000"
