번호,실거래정보코드,신고유형,거래원인,물건구분,계약일자,신고일자,지번주소,상세주소,단지명,동,호,토지면적(㎡),건물면적(㎡),거래금액(원),용도지역,지목,건물유형,지분여부,거래지분,매수자유형,매도자유형,매수자거주지,X좌표,Y좌표,지번코드,공부면적(㎡),용도지구,세부토지용도,이용상황,고저,형상,방위,가로조건,도로거리,지가(원/㎡),1년전지가(원/㎡),2년전지가(원/㎡),3년전지가(원/㎡),4년전지가(원/㎡)
70,"	20160920164121040010673",거래신고,매매,토지만 거래,2016-06-21,2016-08-09,경기도 광명시 광명동 159-140,,,,,11,0,"11,000,000",준주거지역,도,나지,지분없음,0.0000/0.0000,국내개인,국내개인,서울특별시 양천구,186605,442116,"	4121010100101590140",11,시가지경관지구,,도로등,평지,부정형,지정되지않음,세로한면(가),지정되지않음,"1,172,000","1,122,000","1,047,000","1,014,000","985,000"
71,"	20170620174121040007932",거래신고,매매,토지만 거래,2017-06-08,2017-06-08,경기도 광명시 광명동 178-4,,,,,228,0,"24,700,000",제2종일반주거지역,임,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 시흥시,186680,441822,"	4121010100101780004",228,,,도로등,완경사,부정형,지정되지않음,세로한면(가),지정되지않음,"719,400","673,200","600,600","574,200","557,700"
72,"	20170620174121040007932",거래신고,매매,토지만 거래,2017-06-08,2017-06-08,경기도 광명시 광명동 179-3,,,,,48.33,0,"4,800,000",제2종일반주거지역,전,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 시흥시,186683,441828,"	4121010100101790003",145,,,도로등,완경사,부정형,지정되지않음,세로한면(가),지정되지않음,"719,400","673,200","600,600","574,200","557,700"
73,"	20160620164121040004776",거래신고,매매,토지만 거래,2016-04-15,2016-06-04,경기도 광명시 광명동 189-80,,,,,5,0,"3,100,000",제2종일반주거지역,도,나지,지분없음,0.0000/0.0000,국내개인,국내개인,서울특별시 도봉구,186719,441871,"	4121010100101890080",5,,,도로등,평지,부정형,지정되지않음,세로한면(가),지정되지않음,"739,200","702,900","630,300","600,600","574,200"
74,"	20160520164121040003960",거래신고,매매,토지만 거래,2016-03-21,2016-05-18,경기도 광명시 광명동 208-22,,,,,159,0,"239,000,000",제2종일반주거지역,대,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,186669,441721,"	4121010100102080022",159,,,단독,평지,사다리형,북서향,세로한면(불),지정되지않음,"1,988,000","1,857,000","1,665,000","1,587,000","1,517,000"
75,"	20181020184121040018811",거래신고,매매,토지만 거래,2018-09-13,2018-10-30,경기도 광명시 광명동 211-2,,,,,770,0,"3,850,000,000",제2종일반주거지역,대,나지,지분없음,0.0000/0.0000,국내개인,국내개인,서울특별시 관악구,186600,441730,"	4121010100102110002",770,,주차장,주상기타,평지,사다리형,지정되지않음,세로한면(가),지정되지않음,"2,489,000","2,361,000","2,156,000","2,087,000","2,028,000"
76,"	20171020174121040016114",거래신고,매매,토지만 거래,2017-08-19,2017-10-10,경기도 광명시 광명동 213-18,,,,,39,0,"20,000,000",제2종일반주거지역,도,나지,지분없음,0.0000/0.0000,국내개인,국내개인,서울특별시 양천구,186555,441766,"	4121010100102130018",39,,,도로등,평지,부정형,지정되지않음,세로한면(가),지정되지않음,"712,800","669,900","580,800","551,100","537,900"
77,"	20180820184121040014886",거래신고,매매,토지만 거래,2018-08-06,2018-08-24,경기도 광명시 광명동 216-19,,,,,78,0,"267,000,000",제2종일반주거지역,대,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,186482,441733,"	4121010100102160019",78,,,주상용,평지,부정형,지정되지않음,세로한면(가),지정되지않음,"2,259,000","2,099,000","1,913,000","1,852,000","1,799,000"
78,"	20181020184121040018511",거래신고,매매,토지만 거래,2018-07-12,2018-10-19,경기도 광명시 광명동 218-17,,,,,15,0,"8,600,000",제2종일반주거지역,도,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,186441,441767,"	4121010100102180017",15,,,도로등,평지,부정형,지정되지않음,세로한면(가),지정되지않음,"689,700","640,200","574,200","544,500","531,300"
79,"	20170820174121040012999",거래신고,매매,토지만 거래,2017-07-01,2017-08-02,경기도 광명시 광명동 227-43,,,,,12,0,"7,246,800",제2종일반주거지역,도,나지,지분없음,0.0000/0.0000,국내개인,국내개인,강원도 태백시,186512,441660,"	4121010100102270043",12,,,도로등,평지,사다리형,지정되지않음,세로한면(가),지정되지않음,"762,300","719,400","623,700","603,900","577,500"
80,"	20170820174121040012999",거래신고,매매,토지만 거래,2017-07-01,2017-08-02,경기도 광명시 광명동 227-44,,,,,7,0,"4,227,300",제2종일반주거지역,도,나지,지분없음,0.0000/0.0000,국내개인,국내개인,강원도 태백시,186519,441652,"	4121010100102270044",7,,,도로등,평지,세로장방,지정되지않음,세로한면(가),지정되지않음,"762,300","719,400","623,700","603,900","577,500"
81,"	20170320174121040003769",거래신고,매매,토지만 거래,2017-03-23,2017-03-27,경기도 광명시 광명동 244-19,,,,,243,0,"1,220,000,000",제2종일반주거지역,대,나지,지분없음,0.0000/0.0000,국내개인,국내개인,서울특별시 양천구,186374,441309,"	4121010100102440019",243,,,주상용,평지,정방형,지정되지않음,중로한면,지정되지않음,"3,423,000","3,260,000","3,030,000","2,934,000","2,853,000"
82,"	20180720184121040012100",거래신고,매매,토지만 거래,2018-07-25,2018-07-25,경기도 광명시 광명동 263,,,,,39.8,0,"46,000,000",제2종일반주거지역,도,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,186596,441424,"	4121010100102630000",199,,,도로등,평지,부정형,지정되지않음,세로한면(가),지정되지않음,"782,100","739,200","640,200","607,200","580,800"
83,"	20170620174121040007932",거래신고,매매,토지만 거래,2017-06-08,2017-06-08,경기도 광명시 광명동 263-2,,,,,19.33,0,"1,900,000",제2종일반주거지역,도,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 시흥시,186583,441374,"	4121010100102630002",58,,,도로등,평지,부정형,지정되지않음,세로한면(가),지정되지않음,"779,800","736,900","640,000","607,200","580,800"
84,"	20180920184121040017240",거래신고,매매,토지만 거래,2018-09-14,2018-09-14,경기도 광명시 광명동 263-2,,,,,19.33,0,"13,000,000",제2종일반주거지역,도,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 김포시,186583,441374,"	4121010100102630002",58,,,도로등,평지,부정형,지정되지않음,세로한면(가),지정되지않음,"779,800","736,900","640,000","607,200","580,800"
85,"	20160220164121040001119",거래신고,매매,토지만 거래,2016-01-23,2016-02-16,경기도 광명시 광명동 263-42,,,,,150.67,0,"125,000,000",준주거지역,도,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 시흥시,186601,441344,"	4121010100102630042",641,,,도로등,평지,사다리형,지정되지않음,소로한면,지정되지않음,"1,049,000","1,025,000","943,200","910,600","881,500"
86,"	20181220184121040020976",거래신고,매매,토지만 거래,2018-12-12,2018-12-14,경기도 광명시 광명동 267-17,,,,,18,0,"35,000,000",제2종일반주거지역,도,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,186628,441427,"	4121010100102670017",18,,,도로등,평지,부정형,지정되지않음,세로한면(가),지정되지않음,"782,100","739,200","640,200","607,200","580,800"
87,"	20180820184121040014894",거래신고,매매,토지만 거래,2018-08-11,2018-08-28,경기도 광명시 광명동 268-31,,,,,129,0,"507,000,000",제2종일반주거지역,대,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,186580,441453,"	4121010100102680031",129,,,단독,평지,정방형,남동향,세로각지(가),지정되지않음,"2,410,000","2,286,000","1,968,000","1,866,000","1,785,000"
88,"	20180320184121040006197",거래신고,매매,토지만 거래,2018-03-09,2018-03-09,경기도 광명시 광명동 270-148,,,,,116,0,"350,000,000",제2종일반주거지역,대,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,186615,441638,"	4121010100102700148",116,,,단독,평지,세로장방,남서향,세로각지(가),지정되지않음,"2,140,000","2,027,000","1,830,000","1,736,000","1,695,000"
89,"	20180520184121040009142",거래신고,매매,토지만 거래,2018-05-11,2018-05-11,경기도 광명시 광명동 270-195,,,,,4,0,"3,500,000",제2종일반주거지역,도,나지,지분없음,0.0000/0.0000,국내개인,국내개인,인천광역시 서구,186531,441644,"	4121010100102700195",4,,,도로등,평지,가로장방,지정되지않음,세로한면(가),지정되지않음,"702,900","666,600","597,300","567,600","551,100"
90,"	20160420164121040002232",거래신고,매매,토지만 거래,2016-02-03,2016-03-29,경기도 광명시 광명동 273-27,,,,,17,0,"26,700,000",제2종일반주거지역,대,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,186567,441572,"	4121010100102730027",17,,,단독,평지,사다리형,남서향,세로한면(가),지정되지않음,"2,060,000","1,950,000","1,740,000","1,650,000","1,610,000"
91,"	20180220184121040005158",거래신고,매매,토지만 거래,2018-02-23,2018-02-23,경기도 광명시 광명동 273-68,,,,,22,0,"21,000,000",제2종일반주거지역,도,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,186622,441612,"	4121010100102730068",22,,,도로등,평지,부정형,지정되지않음,세로한면(가),지정되지않음,"679,800","643,500","574,200","544,500","531,300"
92,"	20180220184121040005158",거래신고,매매,토지만 거래,2018-02-23,2018-02-23,경기도 광명시 광명동 273-69,,,,,20,0,"21,000,000",제2종일반주거지역,도,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,186629,441606,"	4121010100102730069",20,,,도로등,평지,부정형,지정되지않음,세로한면(가),지정되지않음,"679,800","643,500","574,200","544,500","531,300"
93,"	20160220164121040000946",거래신고,매매,토지만 거래,2016-02-04,2016-02-05,경기도 광명시 광명동 273-78,,,,,4,0,"6,000,000",제2종일반주거지역,전,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,186656,441615,"	4121010100102730078",4,,,도로등,평지,부정형,지정되지않음,세로한면(가),지정되지않음,"686,400","650,100","580,800","551,100","537,900"
94,"	20160720164121040007374",거래신고,매매,토지만 거래,2016-06-16,2016-07-28,경기도 광명시 광명동 273-104,,,,,9,0,"4,722,300",제2종일반주거지역,도,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,186587,441552,"	4121010100102730104",9,,,도로등,평지,부정형,지정되지않음,세로한면(가),지정되지않음,"679,800","640,200","567,600","537,900","524,700"
95,"	20180220184121040005159",거래신고,매매,토지만 거래,2018-02-23,2018-02-23,경기도 광명시 광명동 277-38,,,,,11,0,"10,500,000",제2종일반주거지역,도,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,186653,441466,"	4121010100102770038",11,,,도로등,평지,세로장방,지정되지않음,세로한면(가),지정되지않음,"801,900","745,800","643,500","613,800","587,400"
96,"	20180720184121040012100",거래신고,매매,토지만 거래,2018-07-25,2018-07-25,경기도 광명시 광명동 277-57,,,,,12,0,"14,000,000",제2종일반주거지역,도,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,186657,441476,"	4121010100102770057",12,,,도로등,평지,세로장방,지정되지않음,세로한면(가),지정되지않음,"801,900","745,800","643,500","613,800","587,400"
97,"	20160220164121040001119",거래신고,매매,토지만 거래,2016-01-23,2016-02-16,경기도 광명시 광명동 278-5,,,,,282,0,"185,000,000",제2종일반주거지역,도,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 시흥시,186652,441398,"	4121010100102780005",282,,,도로등,평지,부정형,지정되지않음,세로한면(가),지정되지않음,"838,200","798,600","726,000","696,300","676,500"
98,"	20161120164121040013235",거래신고,매매,토지만 거래,2016-08-14,2016-09-28,경기도 광명시 광명동 281-69,,,,,9,0,"5,500,000",제2종일반주거지역,도,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,186711,441453,"	4121010100102810069",9,,,도로등,평지,부정형,지정되지않음,세로한면(가),지정되지않음,"752,400","712,800","636,900","603,900","577,500"
99,"	20171020174121040015781",거래신고,매매,토지만 거래,2017-09-06,2017-10-01,경기도 광명시 광명동 281-72,,,,,8,0,"5,000,000",제2종일반주거지역,도,나지,지분없음,0.0000/0.0000,국내개인,국내개인,서울특별시 관악구,186708,441396,"	4121010100102810072",8,,,도로등,평지,부정형,지정되지않음,세로한면(가),지정되지않음,"752,400","712,800","636,900","603,900","577,500"
100,"	20171020174121040016201",거래신고,매매,토지만 거래,2017-09-06,2017-10-11,경기도 광명시 광명동 282-5,,,,,68,0,"114,000,000",제2종일반주거지역,대,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,186728,441493,"	4121010100102820005",68,,,단독,평지,사다리형,남동향,세로한면(불),지정되지않음,"2,101,000","1,962,000","1,726,000","1,648,000","1,578,000"
101,"	20160520164121040004153",거래신고,매매,토지만 거래,2016-04-19,2016-05-19,경기도 광명시 광명동 285-20,,,,,26,0,"18,000,000",제2종일반주거지역,도,나지,지분없음,0.0000/0.0000,국내개인,국내개인,경기도 광명시,186748,441596,"	4121010100102850020",26,,,도로등,평지,가로장방,지정되지않음,소로한면,지정되지않음,"884,400","831,600","732,600","699,600","679,800"
102,"	20160620164121040005557",거래신고,매매,토지만 거래,2016-06-10,2016-06-22,경기도 광명시 광명동 287-40,,,,,2,0,100,제2종일반주거지역,대,나지,지분없음,0.0000/0.0000,국내법인,국내법인,경상남도 진주시,186801,441547,"	4121010100102870040",2,,,도로등,평지,삼각형,지정되지않음,세로한면(가),지정되지않음,"798,600","742,500","653,400","623,700","602,700"
103,"	20180520184121040009551",거래신고,매매,토지만 거래,2018-05-04,2018-05-27,경기도 광명시 광명동 289-33,,,,,60,0,"144,000,000",제2종일반주거지역,도,나지,지분없음,0.0000/0.0000,국내개인,국내개인,서울특별시 도봉구,186752,441434,"	4121010100102890033",60,,,도로등,평지,세로장방,지정되지않음,세로한면(불),지정되지않음,"798,600","742,500","653,400","623,700","597,300"
104,"	20181120184121040020259",거래신고,매매,토지만 거래,2018-11-12,2018-11-13,경기도 광명시 광명동 289-33,,,,,24,0,"57,600,000",제2종일반주거지역,도,나지,지분없음,0.0000/0.0000,국내개인,국내개인,충청남도 예산군,186752,441434,"	4121010100102890033",60,,,도로등,평지,세로장방,지정되지않음,세로한면(불),지정되지않음,"798,600","742,500","653,400","623,700","597,300"
105,"	20180820184121040012576",거래신고,매매,토지만 거래,2018-06-17,2018-08-09,경기도 광명시 광명동 297-2,,,,,109,0,"388,000,000",제2종일반주거지역,대,나지,지분없음,0.0000/0.0000,국내개인,국내개인,서울특별시 도봉구,186969,441401,"	4121010100102970002",109,,,주거기타,평지,사다리형,남동향,세로한면(불),지정되지않음,"1,911,000","1,813,000","1,617,000","1,546,000","1,496,000"
