번호,실거래정보코드,신고유형,거래원인,물건구분,계약일자,신고일자,지번주소,상세주소,단지명,동,호,토지면적(㎡),건물면적(㎡),거래금액(원),용도지역,지목,건물유형,지분여부,거래지분,매수자유형,매도자유형,매수자거주지,X좌표,Y좌표,지번코드,공부면적(㎡),용도지구,세부토지용도,이용상황,고저,형상,방위,가로조건,도로거리,지가(원/㎡),1년전지가(원/㎡),2년전지가(원/㎡),3년전지가(원/㎡),4년전지가(원/㎡)
729,"	20181120184121040019991",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,82,0,"9,750,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,대전광역시 유성구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
730,"	20181120184121040019995",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,165,0,"19,500,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,서울특별시 영등포구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
731,"	20181120184121040019669",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,165,0,"19,500,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,경기도 김포시,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
732,"	20181120184121040019997",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,165,0,"19,500,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,서울특별시 도봉구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
733,"	20181120184121040019687",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,33,0,"3,900,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,서울특별시 구로구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
734,"	20181120184121040019692",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,165,0,"19,500,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,충청북도 청주시 흥덕구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
735,"	20181120184121040019663",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,100,0,"11,700,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,충청북도 음성군,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
736,"	20181120184121040019694",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,165,0,"19,500,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,대전광역시 유성구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
737,"	20181120184121040019975",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,165,0,"19,500,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,외국개인,국내법인,경기도 성남시 분당구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
738,"	20181120184121040019984",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,66,0,"7,800,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,서울특별시 영등포구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
739,"	20181120184121040019803",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,99,0,"11,700,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,서울특별시 강서구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
740,"	20181120184121040019981",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,165,0,"19,500,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,경기도 평택시,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
741,"	20181120184121040019702",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,165,0,"19,500,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,세종특별자치시 세종시,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
742,"	20181120184121040019875",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,495,0,"58,500,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,서울특별시 성동구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
743,"	20181120184121040019797",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,505,0,"59,670,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,경기도 시흥시,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
744,"	20181120184121040019733",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,165,0,"19,500,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,서울특별시 금천구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
745,"	20181120184121040019886",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,331,0,"39,000,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,경기도 시흥시,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
746,"	20181120184121040019332",거래신고,매매,토지만 거래,2018-11-01,2018-11-01,경기도 광명시 하안동 537-1,,,,,595,0,"20,917,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내법인,국내법인,서울특별시 강서구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
747,"	20181120184121040019710",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,595,0,"20,917,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내법인,국내법인,경기도 수원시 팔달구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
748,"	20181120184121040019872",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,330,0,"39,000,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,경기도 고양시 덕양구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
749,"	20181120184121040019739",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,165,0,"19,500,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,전라북도 정읍시,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
750,"	20181120184121040019988",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,82,0,"9,750,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,전라북도 완주군,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
751,"	20181120184121040019700",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,331,0,"39,000,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,인천광역시 서구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
752,"	20181120184121040019763",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,661,0,"78,000,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,경기도 의왕시,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
753,"	20181120184121040019827",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,331,0,"39,000,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,경기도 가평군,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
754,"	20181120184121040019703",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,165,0,"19,500,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,대전광역시 유성구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
755,"	20181120184121040019799",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,165,0,"19,500,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,경기도 화성시,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
756,"	20181120184121040019721",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,66,0,"7,800,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,경기도 부천시,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
757,"	20181120184121040019802",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,198,0,"23,400,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,경상남도 창원시 성산구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
758,"	20181220184121040021101",거래신고,매매,토지만 거래,2018-11-01,2018-12-21,경기도 광명시 하안동 537-1,,,,,132,0,"15,600,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,경기도 동두천시,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
759,"	20181120184121040019744",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,330,0,"39,000,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,전라북도 전주시 완산구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
760,"	20181120184121040019714",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,99,0,"11,700,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,대전광역시 동구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
761,"	20181120184121040019894",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,330,0,"39,000,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,경기도 수원시 장안구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
762,"	20181120184121040019715",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,33,0,"3,900,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,서울특별시 구로구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
763,"	20181120184121040019741",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,66,0,"7,800,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,서울특별시 구로구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
764,"	20181120184121040019339",거래신고,매매,토지만 거래,2018-11-01,2018-11-01,경기도 광명시 하안동 537-1,,,,,"3,141",0,"110,394,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내법인,국내법인,광주광역시 동구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
765,"	20181120184121040019980",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,330,0,"39,000,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,대전광역시 중구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
766,"	20181120184121040019764",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,99,0,"11,700,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,경기도 파주시,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
767,"	20181120184121040019878",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,165,0,"19,500,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,인천광역시 부평구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
768,"	20181120184121040019654",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,165,0,"19,500,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,서울특별시 강서구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
769,"	20181120184121040019707",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,330,0,"39,000,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,대전광역시 유성구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
770,"	20181120184121040019672",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,99,0,"11,700,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,대전광역시 유성구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
771,"	20181120184121040019974",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,166,0,"19,500,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,서울특별시 구로구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
772,"	20181120184121040019977",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,165,0,"19,500,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,대전광역시 동구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
773,"	20181120184121040019706",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,165,0,"19,500,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,대전광역시 대덕구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
774,"	20181120184121040019897",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,165,0,"19,500,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,대전광역시 유성구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
775,"	20181120184121040019693",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,165,0,"19,500,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,충청북도 청주시 상당구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
776,"	20181120184121040019805",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,330,0,"39,000,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,경기도 고양시 일산동구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
777,"	20181220184121040021092",거래신고,매매,토지만 거래,2018-11-01,2018-12-21,경기도 광명시 하안동 537-1,,,,,66,0,"7,800,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,서울특별시 영등포구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
778,"	20181120184121040019667",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,165,0,"19,500,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,대전광역시 동구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
779,"	20181120184121040019660",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,331,0,"39,000,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,전라북도 전주시 완산구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
780,"	20181120184121040019678",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,264,0,"31,200,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,충청북도 청주시 서원구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
781,"	20181120184121040019985",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,99,0,"11,700,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,서울특별시 강서구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
782,"	20181120184121040019745",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,99,0,"11,700,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,서울특별시 성동구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
783,"	20181120184121040019722",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,165,0,"19,500,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,충청북도 청주시 서원구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
784,"	20181120184121040019720",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,165,0,"19,500,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,충청북도 청주시 서원구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
785,"	20181120184121040019729",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,330,0,"3,900,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,대전광역시 서구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
786,"	20181120184121040019675",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,172,0,"20,280,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,서울특별시 구로구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
787,"	20181120184121040019682",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,165,0,"19,500,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,대전광역시 서구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
788,"	20181120184121040019688",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,165,0,"19,500,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,서울특별시 강북구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
789,"	20181120184121040019755",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,99,0,"11,700,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,광주광역시 서구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
790,"	20181120184121040019708",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,165,0,"19,500,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,대전광역시 서구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
791,"	20181120184121040019970",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,66,0,"7,800,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,경기도 안양시 만안구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
792,"	20181120184121040019982",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,231,0,"27,300,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,경기도 평택시,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
793,"	20181220184121040021104",거래신고,매매,토지만 거래,2018-11-01,2018-12-21,경기도 광명시 하안동 537-1,,,,,315,0,"37,050,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,서울특별시 성동구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
794,"	20181120184121040019666",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,330,0,"39,000,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,대전광역시 서구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
795,"	20181120184121040019759",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,66,0,"7,800,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,광주광역시 남구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
796,"	20181120184121040019337",거래신고,매매,토지만 거래,2018-11-01,2018-11-01,경기도 광명시 하안동 537-1,,,,,"5,471",0,"192,318,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내법인,국내법인,서울특별시 금천구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
797,"	20181120184121040019671",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,331,0,"39,000,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,경기도 광명시,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
798,"	20181120184121040019679",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,661,0,"78,000,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,대전광역시 유성구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
799,"	20181120184121040019806",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,66,0,"7,800,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,서울특별시 영등포구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
